X1,X2,X3,y
9.4,5.6,0.8,1
2.51,5.27,9.59,1
6.44,4.01,8.12,0
9.34,3.45,0.65,0
9.05,2.03,4.44,0
3.97,3.26,9.97,0
3.03,3.13,3.95,1
0.85,6.35,8.71,1
2.96,7.55,0.29,1
0.3,1.76,3.06,1
6.5,4.4,8.3,0
8.31,8.07,0.46,1
6.61,0.28,8.85,0
7.63,1.78,0.16,0
6.01,3.9,0.17,1
0.87,3.55,5.72,1
6.84,6.24,7.3,0
1.24,8.27,7.36,1
7.91,1.05,4.4,0
1.84,3.52,4.24,1
8.27,3.78,3.72,0
1.24,0.21,8.45,0
9.23,9.29,6.94,1
8.37,6.9,4.03,1
6.27,4.88,2.41,1
2.61,7.52,3.05,1
1.67,1.0,3.01,1
9.25,4.94,0.73,1
8.41,1.44,5.53,0
4.57,6.91,9.69,1
9.9,5.99,7.88,0
6.92,5.71,0.8,1
1.02,9.85,3.54,1
2.81,4.07,7.26,1
7.24,3.9,3.52,0
4.92,1.94,8.17,0
3.99,9.0,1.07,1
5.05,2.89,1.59,1
5.01,5.22,4.68,1
0.83,9.11,7.69,1
7.0,4.38,9.97,0
3.12,0.45,0.47,1
7.21,9.48,2.64,1
1.71,4.84,5.81,1
3.41,5.28,4.74,1
9.12,3.13,7.87,0
3.02,4.0,0.24,1
5.14,1.49,4.6,0
9.69,3.57,1.54,0
9.4,0.52,5.6,0
3.33,7.16,8.96,1
2.23,6.99,6.32,1
1.87,2.8,6.67,1
5.93,6.12,2.85,1
5.39,6.19,0.11,1
3.67,7.98,9.63,1
8.04,7.37,2.85,1
8.7,9.67,4.02,1
9.83,7.7,5.25,0
5.98,5.2,0.56,1
9.43,0.24,3.63,0
2.85,5.12,4.12,1
6.12,9.7,1.8,1
5.38,1.78,3.93,0
8.77,7.62,9.62,0
0.25,7.0,9.36,1
4.42,8.48,0.92,1
3.08,7.41,0.38,1
3.75,4.14,4.93,1
8.92,3.15,4.82,0
3.05,3.74,8.61,1
2.43,6.51,3.94,1
0.3,7.2,2.45,1
2.55,8.67,8.65,1
1.54,1.45,1.34,1
8.86,4.97,2.19,1
3.35,1.94,7.11,0
3.8,4.55,0.71,1
0.56,5.14,5.41,1
6.27,2.92,8.22,0
5.03,8.7,2.52,1
2.9,4.49,2.13,1
9.22,1.27,3.16,0
1.86,3.09,3.1,1
1.32,4.57,8.95,1
3.83,4.98,1.55,1
7.09,5.81,6.53,0
7.32,1.45,6.12,0
3.56,9.01,6.98,1
0.03,5.75,4.96,1
1.97,2.32,9.14,0
2.61,5.72,9.89,1
1.57,0.96,3.61,1
2.48,2.39,1.46,1
2.36,3.01,2.73,1
0.01,6.63,4.45,1
4.69,0.43,6.21,0
2.16,2.84,2.4,1
0.09,1.27,1.77,1
7.66,4.25,1.7,1
0.88,0.31,5.43,1
5.99,9.3,5.7,1
0.86,7.86,7.87,1
9.26,0.14,0.91,0
6.85,7.86,8.52,0
8.08,6.79,5.49,1
9.7,8.2,1.86,1
0.38,7.68,9.53,1
4.86,2.77,5.54,1
7.33,8.66,4.56,1
3.76,9.4,4.42,1
9.57,2.4,1.71,0
7.17,8.53,8.66,1
5.73,3.92,1.37,1
7.29,0.74,5.42,0
2.87,9.95,9.02,1
6.64,2.85,5.32,0
6.69,8.11,9.74,0
1.31,6.19,3.88,1
7.25,6.73,2.73,1
2.45,7.64,5.73,1
1.43,4.15,6.8,1
3.14,6.75,2.85,1
4.32,1.79,2.24,1
9.85,7.87,3.76,1
7.56,8.31,6.48,1
1.33,5.47,0.47,1
2.69,7.71,6.46,1
6.56,2.05,4.41,0
2.02,8.56,9.05,1
7.56,3.31,5.26,0
3.79,2.68,5.36,1
5.06,9.54,0.71,1
1.17,3.06,4.53,1
8.98,8.64,0.87,1
7.79,3.67,8.25,0
4.62,7.23,7.85,1
7.68,0.74,8.36,0
1.63,8.87,5.04,1
0.71,0.13,4.14,1
7.63,6.36,5.19,1
2.44,2.04,1.57,1
2.32,0.86,4.95,1
5.23,8.45,9.42,1
0.19,9.51,5.99,1
0.8,2.48,6.63,1
1.71,5.17,3.83,1
5.85,9.86,0.92,1
9.2,7.93,8.53,0
8.86,8.67,4.42,1
3.36,5.31,5.34,1
5.63,7.48,0.05,1
2.8,5.16,3.64,1
9.48,9.85,8.76,0
6.03,1.25,2.42,0
2.81,6.45,1.26,1
8.08,4.45,3.66,0
6.8,6.01,5.71,1
0.02,2.58,7.91,1
6.36,0.15,8.07,0
5.19,7.22,8.73,1
5.0,9.04,2.72,1
6.27,8.71,7.32,1
2.53,7.94,7.43,1
7.75,5.15,3.24,1
1.38,3.17,0.37,1
3.1,6.81,1.05,1
8.29,3.89,9.05,0
5.36,5.09,9.46,0
2.46,4.86,0.73,1
5.3,0.62,1.88,1
3.88,3.12,4.74,1
8.91,5.8,0.92,1
7.58,4.74,3.07,1
6.18,4.44,0.22,1
7.84,2.84,5.84,0
2.85,2.53,2.08,1
3.79,3.88,3.35,1
8.08,5.11,4.3,0
0.65,5.97,3.05,1
0.35,5.46,4.44,1
4.78,6.0,3.36,1
0.39,3.49,9.11,1
1.87,5.15,4.29,1
4.03,5.0,8.33,1
9.78,9.6,1.86,1
2.66,4.82,4.3,1
5.13,8.02,3.99,1
3.95,0.67,6.58,0
4.29,0.66,3.93,0
9.6,5.53,7.87,0
6.07,4.58,2.98,1
0.35,3.75,4.35,1
1.55,0.89,2.94,1
6.16,6.11,7.59,1
4.86,5.01,4.83,1
1.05,7.82,0.58,1
8.54,9.8,5.72,1
6.0,9.0,5.12,1
4.82,4.72,1.83,1
2.51,5.64,7.47,1
5.21,5.67,9.18,0
2.71,5.13,5.04,1
7.06,3.51,5.44,0
3.75,9.6,1.97,1
5.65,2.89,3.15,1
3.09,1.02,5.29,1
4.26,6.55,3.59,1
7.11,9.83,3.93,1
5.97,0.94,1.42,1
6.45,7.43,3.41,1
5.97,0.89,9.27,0
6.91,2.45,8.66,0
6.07,2.48,7.23,0
5.42,6.94,4.39,1
8.84,3.91,0.51,0
2.74,6.45,0.15,1
2.95,3.57,7.77,1
2.26,0.49,2.05,1
3.9,5.45,3.99,1
6.52,4.52,4.33,1
1.32,0.71,0.08,1
3.19,6.27,8.39,1
4.41,8.53,1.9,1
7.25,2.0,0.42,1
6.95,3.63,7.23,0
6.11,1.11,7.9,0
7.36,9.27,3.48,1
5.1,5.87,4.21,1
5.73,5.98,9.17,0
1.55,6.96,7.86,1
7.42,6.0,1.51,1
2.0,1.15,4.05,1
5.08,6.22,8.56,1
2.98,0.56,6.61,0
7.83,2.67,0.94,1
0.95,6.38,3.1,1
8.68,2.47,3.97,0
9.32,5.22,1.41,1
1.73,9.85,7.22,1
5.37,2.54,4.89,0
5.73,2.32,2.7,1
8.33,6.97,1.8,1
4.18,7.4,8.41,1
9.93,9.59,6.96,0
5.14,4.41,6.5,1
7.71,4.39,0.24,1
7.25,3.07,0.02,1
0.23,4.82,1.35,1
1.17,2.91,0.18,1
7.76,9.92,3.39,1
8.63,7.77,4.94,1
0.89,7.54,8.31,1
4.52,5.71,4.98,1
6.12,5.55,6.84,1
3.3,5.33,4.92,1
4.91,6.36,4.27,1
2.59,9.36,3.5,1
4.53,7.09,9.1,1
0.21,5.68,1.9,1
8.49,9.18,9.84,0
4.55,9.87,6.71,1
9.46,8.27,0.77,1
0.57,3.21,3.24,1
5.98,3.8,0.42,1
8.44,2.78,3.11,0
2.46,4.13,6.24,1
7.84,9.82,2.2,1
4.38,2.33,5.14,1
5.35,3.16,3.99,1
9.29,6.12,7.48,0
9.38,5.99,5.64,0
9.98,3.28,2.33,0
4.39,1.61,3.93,1
6.49,0.59,4.93,0
4.52,5.68,2.67,1
2.18,6.85,1.21,1
4.49,0.33,4.22,0
3.78,4.68,6.72,1
8.58,4.19,9.27,0
4.11,5.54,7.39,1
6.09,8.9,2.68,1
0.64,1.63,4.87,1
7.62,4.28,9.95,0
3.11,6.86,2.39,1
2.17,7.91,6.78,1
1.94,6.23,8.06,1
1.08,2.64,6.03,1
9.35,4.86,9.47,0
8.37,5.83,1.72,1
8.62,6.09,7.54,0
8.33,1.51,4.59,0
6.93,4.72,9.31,0
2.6,3.3,7.82,1
7.6,8.21,3.72,1
4.58,5.14,5.89,1
1.98,2.2,8.31,1
4.15,1.18,8.83,0
9.99,3.53,4.45,0
4.78,9.05,0.98,1
2.33,6.24,2.84,1
2.37,6.01,5.39,1
0.19,6.37,7.47,1
4.66,2.33,7.3,0
1.35,4.86,4.26,1
1.14,2.76,2.02,1
4.94,0.64,3.35,0
5.36,8.45,0.66,1
2.85,2.03,3.08,1
2.11,7.67,9.3,1
1.61,6.24,0.83,1
0.52,6.53,7.36,1
2.86,7.37,3.21,1
7.44,4.68,5.95,0
3.52,5.38,3.7,1
9.67,7.2,7.53,0
9.22,2.39,5.64,0
0.97,3.19,8.2,1
8.04,3.49,2.85,0
5.98,0.84,7.49,0
5.16,8.75,2.81,1
9.54,3.2,5.21,0
1.88,9.86,1.54,1
0.42,5.75,0.66,1
7.17,9.03,1.78,1
8.3,3.4,6.35,0
4.8,5.87,5.0,1
4.45,3.38,6.47,0
4.53,4.43,5.6,1
0.11,5.52,5.52,1
4.94,5.3,1.49,1
7.08,1.6,6.78,0
5.75,2.79,2.18,1
7.45,2.41,0.5,1
5.58,9.24,5.32,1
3.63,5.45,7.17,1
9.55,2.93,7.35,0
8.78,4.5,9.43,0
4.89,8.73,2.56,1
4.96,4.8,9.34,0
0.19,8.49,3.67,1
7.25,8.55,0.24,1
6.92,1.44,0.45,1
2.99,8.54,8.83,1
6.01,2.6,0.08,1
3.24,3.4,4.46,1
4.41,6.31,1.92,1
6.36,4.11,9.72,0
5.96,2.31,1.65,1
2.98,5.2,6.92,1
1.54,7.8,2.62,1
9.72,8.04,8.29,0
4.81,7.77,1.83,1
5.28,1.71,9.25,0
6.26,1.12,4.15,0
1.2,8.97,7.48,1
9.73,6.68,5.57,0
2.29,4.38,2.86,1
6.46,6.76,4.47,1
2.66,0.06,0.85,1
8.69,9.49,4.71,1
9.84,1.46,6.76,0
2.02,3.06,2.72,1
3.4,4.22,6.72,1
1.93,2.59,2.99,1
9.33,0.19,6.66,0
6.36,3.82,3.56,1
4.93,2.82,4.04,1
7.03,8.93,1.2,1
8.69,2.57,8.63,0
7.03,4.34,6.46,0
5.12,3.85,3.97,1
8.28,8.27,5.51,1
9.94,2.5,2.14,0
6.83,9.88,3.94,1
2.43,6.67,4.44,1
3.22,0.92,1.71,1
5.7,5.35,4.12,1
5.47,2.35,5.92,0
5.77,8.43,4.13,1
2.86,7.32,9.31,1
1.26,0.25,0.7,1
0.08,9.02,9.85,1
4.5,3.93,0.47,1
5.32,8.59,8.8,1
4.94,1.29,4.51,0
0.72,0.55,6.28,1
6.04,8.29,8.78,1
6.73,0.42,9.59,0
6.51,5.97,5.3,1
6.57,9.29,4.96,1
9.77,4.78,4.74,0
8.19,2.82,0.23,1
3.97,2.19,2.7,1
6.76,4.94,6.06,0
9.21,6.82,7.81,0
8.88,2.21,1.81,0
5.07,4.16,9.47,0
1.88,1.77,6.06,1
4.85,8.44,5.27,1
9.88,9.28,7.28,0
5.75,1.81,4.22,0
9.18,6.96,1.58,1
8.6,7.74,2.76,1
0.69,8.48,9.55,1
8.41,1.42,5.3,0
2.86,0.33,1.33,1
1.35,4.3,0.21,1
0.41,9.47,8.31,1
0.59,1.46,7.03,1
7.46,9.01,0.43,1
7.68,6.98,0.29,1
2.75,6.11,1.16,1
1.32,5.95,8.68,1
6.52,3.08,8.75,0
2.6,7.94,4.34,1
6.93,2.68,7.65,0
3.59,0.0,2.91,1
3.54,5.61,8.53,1
1.12,3.7,1.67,1
2.26,7.6,4.57,1
9.56,9.91,5.82,1
2.96,0.27,5.87,0
0.48,9.63,2.63,1
6.0,5.7,4.61,1
0.25,6.6,1.01,1
0.16,6.42,7.23,1
7.49,0.9,9.89,0
7.93,2.28,1.36,0
7.75,9.77,0.33,1
5.27,5.74,5.3,1
9.31,6.55,9.27,0
7.81,8.2,5.23,1
6.35,3.13,9.06,0
1.23,7.73,5.94,1
0.75,3.2,1.18,1
5.27,9.91,5.0,1
9.02,6.78,0.5,1
2.83,8.69,4.45,1
5.34,3.12,9.93,0
4.25,9.74,9.69,1
5.43,1.1,2.9,1
2.0,1.52,1.17,1
5.51,2.18,2.02,1
4.05,7.09,8.29,1
1.46,3.0,7.22,1
8.92,7.69,4.95,1
0.62,0.15,3.01,1
0.22,3.27,1.65,1
6.14,7.77,8.61,1
8.01,4.31,1.81,1
2.78,7.95,2.29,1
8.34,3.16,8.17,0
0.44,0.13,5.13,1
0.41,9.76,6.91,1
7.49,6.81,6.8,0
4.5,5.08,7.87,1
3.96,9.24,6.79,1
1.1,9.09,9.96,1
6.64,0.19,5.43,0
6.09,6.68,1.57,1
9.72,6.36,6.24,0
6.83,0.61,2.81,0
9.3,6.46,2.06,1
1.0,7.15,9.01,1
6.06,4.12,0.66,1
0.52,7.15,6.56,1
3.61,2.1,4.82,1
2.79,6.03,1.31,1
9.02,0.27,9.93,0
3.75,1.75,4.5,1
5.09,5.79,1.14,1
9.41,7.7,4.75,1
3.82,9.59,7.62,1
2.46,2.18,0.19,1
0.44,8.44,8.3,1
2.44,4.52,9.6,1
3.6,6.45,7.25,1
1.79,4.15,4.17,1
7.4,8.04,9.91,0
4.43,7.44,4.6,1
7.76,2.1,5.36,0
8.56,3.13,6.45,0
8.38,6.44,4.97,1
1.5,7.95,6.78,1
9.74,3.81,5.28,0
8.73,4.84,4.11,0
7.46,2.35,0.04,1
2.41,2.15,3.02,1
6.24,3.86,2.35,1
2.31,3.99,2.67,1
9.99,7.34,4.87,0
5.97,1.25,2.81,0
7.61,6.67,4.4,1
3.31,1.34,6.97,0
1.14,7.08,8.23,1
3.01,6.52,6.38,1
4.85,2.85,9.51,0
9.5,0.42,4.16,0
9.77,1.81,3.83,0
9.43,2.87,6.16,0
5.69,3.67,5.56,0
8.82,3.74,4.65,0
7.62,8.34,9.5,0
1.99,9.99,0.46,1
0.85,9.34,9.78,1
4.53,4.13,2.6,1
2.29,6.27,3.06,1
1.91,5.19,9.48,1
6.46,4.83,7.87,0
7.22,1.4,7.47,0
5.5,6.58,2.37,1
8.84,7.11,7.94,0
3.45,8.01,8.26,1
2.6,5.46,1.38,1
4.1,2.4,3.69,1
4.64,0.79,2.43,1
4.78,1.98,7.64,0
0.08,3.34,6.23,1
6.45,9.33,8.52,1
0.79,7.61,4.73,1
2.59,1.01,7.67,0
2.54,3.78,4.8,1
2.14,4.43,1.55,1
6.16,1.71,9.37,0
8.08,9.34,6.01,1
3.17,2.24,4.83,1
6.79,1.65,0.49,1
3.24,0.32,4.01,1
4.42,5.07,6.15,1
1.74,8.22,8.89,1
1.63,2.31,7.79,1
3.53,8.79,7.0,1
3.08,0.51,0.44,1
5.43,1.45,0.51,1
7.26,4.11,8.53,0
9.85,8.48,9.5,0
0.71,9.19,1.2,1
1.87,8.39,0.05,1
8.67,1.2,3.16,0
1.23,5.1,8.83,1
1.08,2.21,7.89,1
4.01,9.27,9.18,1
9.5,4.46,7.2,0
8.5,5.64,2.97,1
3.92,1.16,0.78,1
6.85,4.01,4.05,0
4.88,3.71,0.9,1
8.58,2.87,1.33,0
2.87,5.75,0.97,1
4.77,9.04,7.48,1
7.98,1.55,6.88,0
3.44,6.03,7.71,1
6.77,5.92,6.4,1
5.86,1.46,0.46,1
8.61,7.93,0.2,1
4.92,5.61,4.17,1
9.93,5.63,1.56,1
7.52,2.86,4.3,0
8.48,7.66,6.03,1
0.87,0.91,6.39,1
9.3,0.95,1.85,0
0.36,7.95,3.85,1
4.75,0.49,3.55,0
4.73,5.08,4.41,1
7.12,3.82,5.68,0
3.6,8.47,0.78,1
6.55,4.71,8.28,0
6.24,4.21,6.72,0
1.05,0.44,9.24,0
0.53,3.45,1.2,1
7.5,7.8,6.76,1
9.2,9.24,5.15,1
7.81,4.32,5.64,0
0.17,0.69,4.01,1
3.34,6.25,4.66,1
4.67,6.28,7.17,1
6.75,6.0,7.18,0
2.54,6.3,7.87,1
2.3,1.76,7.36,1
7.21,8.38,1.99,1
2.03,7.04,1.94,1
7.63,6.62,2.11,1
3.2,0.68,8.54,0
5.96,5.76,1.76,1
7.49,3.65,7.47,0
5.49,5.25,8.74,0
5.93,5.44,0.39,1
2.19,0.17,6.82,0
3.33,8.11,7.26,1
7.8,0.57,4.02,0
3.3,6.41,4.45,1
5.2,0.72,1.11,1
2.53,4.4,0.76,1
2.05,1.09,5.79,1
4.38,2.34,0.41,1
5.88,1.35,5.07,0
3.88,2.58,2.59,1
1.03,3.39,3.82,1
1.35,5.12,7.59,1
0.81,2.94,8.27,1
8.21,7.95,4.92,1
2.56,2.4,6.45,1
4.86,2.57,0.98,1
2.7,1.33,3.43,1
2.13,9.99,5.59,1
2.44,6.68,7.74,1
8.9,0.44,1.9,0
8.95,4.25,7.84,0
8.38,6.7,2.95,1
7.34,6.93,3.39,1
2.86,3.71,2.24,1
5.0,7.43,6.43,1
6.66,9.86,5.8,1
6.35,9.12,7.79,1
5.66,6.47,5.03,1
7.74,7.67,6.01,1
6.14,5.95,8.94,0
5.74,4.3,7.46,0
7.46,0.08,3.72,0
0.77,2.63,4.62,1
2.07,2.66,8.99,1
9.33,3.96,1.03,0
0.53,9.77,9.5,1
7.22,1.39,8.38,0
7.99,0.05,9.33,0
1.83,4.41,5.79,1
6.62,6.03,6.62,1
1.65,6.05,9.32,1
2.41,4.58,5.44,1
6.26,1.05,7.49,0
7.59,8.1,9.02,0
5.26,7.27,2.63,1
7.2,2.31,1.61,0
8.85,9.07,8.32,0
3.0,8.22,3.21,1
9.75,1.7,9.49,0
6.45,4.78,4.19,1
7.27,9.76,2.94,1
8.26,2.43,5.23,0
4.0,3.57,5.02,1
4.17,4.78,4.79,1
2.46,3.7,3.58,1
5.17,2.86,2.21,1
2.83,9.73,1.87,1
5.12,8.84,7.48,1
9.68,4.69,7.78,0
2.63,0.04,5.43,0
4.6,4.82,0.0,1
1.48,9.6,2.75,1
1.29,4.34,8.18,1
6.27,5.52,9.94,0
1.44,4.65,1.02,1
9.33,1.11,7.06,0
9.22,2.53,6.37,0
7.97,3.22,7.5,0
6.47,9.98,4.44,1
4.7,1.03,0.62,1
5.72,2.26,5.44,0
5.87,5.47,9.9,0
8.53,8.44,1.26,1
4.14,9.75,3.12,1
6.99,7.1,3.58,1
9.94,5.71,7.29,0
0.93,1.06,0.81,1
3.9,5.97,0.9,1
7.03,1.43,1.93,0
8.95,5.64,9.06,0
9.62,1.58,1.29,0
4.41,8.03,1.75,1
8.07,3.82,4.94,0
9.64,0.22,9.15,0
7.2,3.77,9.76,0
9.98,7.21,8.24,0
4.29,8.68,4.82,1
0.15,8.21,1.91,1
7.13,0.12,1.2,0
0.97,2.8,3.84,1
9.26,5.8,7.06,0
7.42,9.21,6.98,1
7.7,6.94,3.72,1
9.89,7.01,9.66,0
9.13,6.86,1.84,1
0.4,0.5,5.48,1
3.48,1.44,3.06,1
3.39,0.09,2.67,1
7.16,2.59,3.58,0
8.61,9.88,3.58,1
5.69,5.09,3.11,1
8.58,4.01,2.02,0
0.81,1.45,6.32,1
2.38,4.53,0.61,1
8.3,5.56,4.11,0
3.73,3.22,6.91,1
7.43,3.46,0.96,1
1.02,5.04,2.65,1
4.95,4.42,8.15,0
4.58,7.22,7.84,1
3.71,8.35,1.2,1
1.8,3.59,4.22,1
4.43,6.25,9.43,1
9.02,3.18,0.3,0
9.67,1.35,1.9,0
2.14,0.47,9.55,0
4.52,1.16,3.25,1
7.31,6.86,9.97,0
0.84,7.25,1.38,1
0.96,0.6,3.33,1
6.87,4.79,1.35,1
0.84,4.31,1.55,1
9.13,2.63,1.88,0
3.92,6.49,0.03,1
9.2,9.34,4.32,1
3.88,1.65,8.08,0
3.08,3.09,8.92,0
9.29,6.72,0.17,1
3.93,5.61,0.51,1
8.92,8.22,4.49,1
3.43,2.72,2.01,1
6.9,0.56,8.95,0
7.54,5.69,4.91,1
3.14,4.27,3.27,1
3.54,0.73,3.47,1
8.18,9.87,8.42,1
2.96,8.66,9.54,1
7.77,8.85,3.57,1
0.39,5.41,5.82,1
3.83,1.48,1.78,1
9.11,5.5,7.46,0
6.94,8.26,9.46,0
0.71,6.09,0.76,1
7.0,0.72,3.9,0
3.4,8.96,7.27,1
7.39,0.44,4.6,0
4.91,7.55,6.02,1
3.82,1.62,8.85,0
9.33,0.15,8.31,0
7.09,8.25,1.0,1
5.67,3.88,9.96,0
6.99,2.39,3.56,0
1.12,7.41,0.9,1
0.24,2.33,5.78,1
8.52,0.7,8.64,0
4.42,4.41,9.49,0
8.42,0.47,1.44,0
6.79,2.43,8.79,0
4.81,9.24,0.84,1
4.83,3.04,4.81,1
1.33,4.86,7.65,1
3.26,2.41,3.92,1
9.05,1.26,2.18,0
2.82,0.15,0.14,1
10.0,6.85,0.92,1
7.28,9.83,2.86,1
1.48,1.38,4.54,1
3.89,1.67,8.22,0
1.71,5.65,3.39,1
5.0,0.15,4.0,0
2.94,9.89,0.61,1
8.82,7.63,9.06,0
2.82,6.93,8.59,1
2.04,3.09,4.8,1
3.69,3.66,7.78,1
0.34,0.21,8.12,1
1.5,3.23,7.0,1
9.3,4.58,3.6,0
5.74,9.52,4.89,1
1.65,6.29,7.7,1
7.09,6.6,6.09,1
4.71,2.89,7.83,0
4.37,4.67,4.55,1
5.94,4.05,2.99,1
7.69,1.51,4.29,0
0.79,0.96,1.87,1
2.9,2.24,1.85,1
