X1,X2,X3,y
0.19,1.14,0.29,5.68
1.41,0.36,0.01,2.73
0.52,0.85,1.96,9.87
0.1,1.49,1.74,7.49
1.04,0.96,1.06,4.09
0.81,0.62,0.0,2.32
0.18,0.66,1.65,7.47
1.85,0.8,1.97,9.0
1.94,0.81,0.79,4.28
1.35,0.77,0.48,4.43
1.77,1.14,1.63,7.14
1.81,0.03,0.59,5.92
1.51,0.77,0.58,6.93
0.24,1.35,1.91,10.72
1.2,0.69,1.31,19.24
1.76,0.94,1.59,19.48
1.73,0.04,0.64,6.85
1.25,1.85,0.32,12.95
1.06,1.21,0.0,3.95
0.14,1.15,1.3,5.66
1.56,1.13,0.77,5.27
1.56,0.3,0.55,1.73
0.19,1.27,0.16,1.93
1.27,1.73,1.35,13.82
1.81,1.21,0.01,1.5
0.79,0.01,1.41,6.0
1.26,0.6,0.59,6.28
1.7,1.6,1.95,21.96
0.4,0.48,1.83,3.45
0.18,0.08,1.96,4.53
1.94,1.46,1.17,5.38
0.9,0.22,0.84,11.41
0.79,0.04,1.95,4.12
0.92,0.68,0.03,0.33
1.22,1.6,0.3,4.36
1.83,0.52,1.53,4.05
0.64,0.06,0.48,4.16
1.37,1.35,1.18,14.26
1.22,0.95,0.91,5.5
1.26,1.02,1.1,7.23
0.0,0.25,0.63,1.95
1.48,1.3,1.33,28.5
0.72,0.87,0.82,2.29
0.43,1.65,0.16,8.14
1.91,0.39,0.71,6.66
1.88,1.99,1.86,50.67
0.2,1.79,1.86,22.05
0.85,0.82,0.49,8.66
1.84,1.52,0.41,12.91
1.6,1.74,1.97,42.95
0.37,0.69,0.67,1.36
1.6,0.93,1.05,9.97
1.19,1.39,0.26,16.37
1.38,0.33,0.55,2.93
0.5,0.81,1.85,7.09
0.64,0.6,1.44,2.94
0.96,1.13,0.99,7.36
1.29,1.86,1.59,8.07
1.92,0.43,1.8,19.4
0.13,0.5,0.94,2.61
1.78,1.03,0.24,2.29
0.76,0.28,0.66,1.72
0.87,1.17,0.5,8.0
1.98,0.07,1.49,15.7
0.07,0.99,0.66,5.77
1.12,0.66,1.57,5.12
0.95,1.87,1.99,16.33
1.36,1.88,1.74,23.08
0.58,1.88,1.57,7.3
0.07,1.9,0.37,10.36
0.86,0.85,0.1,2.03
1.44,0.97,0.51,4.22
1.02,1.7,0.28,6.46
1.08,1.57,1.41,37.57
0.79,1.23,0.67,7.85
1.65,1.46,1.12,0.94
0.91,0.28,0.67,1.52
1.95,0.59,1.86,10.26
1.1,1.28,0.83,2.97
0.41,0.88,1.93,20.72
1.36,1.44,1.43,12.16
0.37,1.59,0.74,8.53
0.19,1.61,1.93,5.32
1.1,0.22,0.62,4.15
1.73,0.59,1.97,2.33
1.98,0.43,0.26,1.07
0.23,0.78,0.18,3.12
1.34,1.5,1.3,2.53
0.18,0.83,1.39,3.41
1.99,0.89,0.2,7.17
1.51,1.64,0.87,29.52
1.85,0.98,1.08,9.78
0.37,0.87,1.83,2.02
0.69,0.89,0.33,1.84
0.26,1.91,0.42,6.08
0.31,0.97,1.58,7.39
0.36,1.49,1.58,11.26
1.54,0.92,0.38,5.74
0.3,1.26,1.58,6.25
1.57,0.35,1.02,11.76
1.49,1.79,1.68,71.03
0.65,1.55,0.73,2.74
1.14,1.8,0.55,5.06
1.15,0.57,1.14,11.26
1.68,1.26,0.26,11.99
1.4,0.25,1.94,6.55
0.02,1.95,1.28,6.1
1.58,0.86,0.26,5.91
0.4,1.54,0.82,6.32
1.65,0.32,1.25,9.25
0.1,1.76,0.35,5.87
1.82,0.84,1.59,24.7
0.77,1.99,1.56,10.85
0.07,0.31,0.93,4.17
1.33,1.38,0.48,8.66
0.77,1.22,0.25,15.08
1.5,0.84,1.02,6.45
0.17,1.06,0.67,0.39
0.8,0.21,1.8,2.92
1.89,0.76,1.91,24.54
0.51,1.33,0.75,5.79
0.51,0.81,1.33,10.81
1.33,0.72,1.26,4.57
1.4,1.77,0.27,28.05
1.58,1.72,0.1,29.09
0.24,1.38,1.75,6.45
1.07,1.01,0.59,3.93
1.07,1.77,0.6,15.79
1.26,1.93,1.03,47.5
0.18,1.34,0.4,7.32
1.34,0.19,0.77,2.84
1.89,0.17,0.28,1.57
0.37,0.15,0.77,2.77
0.83,1.78,1.58,48.74
0.55,0.94,0.24,20.15
1.87,1.79,0.13,6.65
0.15,0.47,1.84,13.77
1.22,0.01,1.61,1.94
1.25,1.28,0.35,9.86
1.0,0.42,1.25,6.25
0.29,0.04,0.03,0.55
1.77,0.71,0.55,5.43
1.39,1.99,0.22,17.09
1.52,1.28,1.9,17.45
0.13,0.24,1.08,2.06
1.87,0.45,1.81,5.55
1.14,1.6,0.75,19.37
1.73,1.52,0.63,15.08
1.1,1.42,0.91,2.9
0.71,1.81,1.96,21.06
1.5,0.3,0.92,1.59
0.2,1.7,1.07,17.24
1.2,1.56,1.05,10.0
1.87,0.8,1.99,23.07
1.43,0.55,1.01,6.77
0.06,0.52,1.33,3.03
0.49,0.05,1.85,2.83
1.62,1.26,1.86,19.59
1.32,1.62,1.58,123.66
0.35,1.07,0.71,3.93
1.24,1.95,1.77,43.24
0.29,0.71,1.3,3.35
0.69,0.14,0.68,3.34
0.29,1.31,0.17,14.67
0.71,0.81,0.25,6.37
0.31,0.44,1.84,9.08
1.49,1.89,0.39,14.14
1.89,0.12,1.67,6.19
1.04,0.87,1.73,19.26
0.21,0.12,0.48,1.15
1.3,1.02,1.41,4.78
0.9,1.0,1.82,11.73
1.71,1.47,1.72,32.03
0.87,0.36,0.47,5.34
0.65,0.97,1.68,14.16
1.87,0.13,1.51,2.17
0.86,1.85,0.98,9.58
1.04,0.78,1.7,9.9
0.25,1.09,0.89,5.37
1.04,1.1,1.17,8.59
0.01,0.3,1.95,0.79
0.85,1.43,1.2,11.05
0.49,1.37,1.7,11.19
1.49,1.87,0.94,22.28
0.71,1.27,1.39,5.53
1.95,1.07,0.63,12.74
1.67,1.07,1.15,9.71
1.45,1.76,1.12,7.77
1.73,1.1,1.3,17.6
0.98,1.9,1.86,4.38
1.94,1.33,0.37,3.63
0.53,0.88,0.13,2.71
1.92,0.39,0.23,2.95
0.55,1.21,0.23,11.71
1.41,0.35,0.87,6.22
0.1,1.93,0.05,14.8
1.87,0.66,1.43,2.07
1.12,0.48,0.37,0.99
1.16,1.85,1.51,50.15
1.44,0.11,1.29,9.31
1.33,0.35,0.62,2.72
1.02,1.15,0.25,6.72
0.84,1.87,1.4,24.5
0.34,1.4,0.79,2.11
0.46,1.3,1.99,23.25
0.81,1.93,1.34,18.01
0.66,1.24,0.16,4.8
0.02,1.7,1.92,18.82
0.85,1.96,1.1,9.67
1.8,0.13,0.26,4.68
1.99,0.69,1.27,9.87
1.71,1.51,0.5,9.24
1.92,1.13,0.23,4.46
0.57,1.07,1.57,1.29
1.95,1.05,1.54,17.61
1.71,1.61,0.13,19.15
0.54,1.62,0.66,21.65
0.57,1.73,0.33,7.26
0.01,1.9,0.55,7.82
0.51,1.27,1.89,31.66
0.99,1.97,1.81,25.86
1.61,1.79,1.13,38.46
0.12,1.59,0.43,44.71
0.67,0.45,0.66,1.51
0.85,0.98,1.8,8.91
0.29,1.66,1.98,16.9
1.62,0.86,0.43,10.7
0.99,1.36,0.49,12.05
1.5,1.57,0.33,3.04
1.04,0.52,0.91,1.51
0.12,1.13,0.15,2.08
1.12,1.99,1.4,28.17
1.05,0.76,1.49,5.27
0.1,0.13,1.05,0.49
0.58,1.48,1.85,14.72
0.01,0.85,1.93,4.59
0.72,1.87,1.98,5.44
0.55,1.58,1.7,16.43
1.12,0.99,0.89,5.2
0.68,0.84,1.91,9.38
1.35,1.61,1.86,16.29
0.51,0.32,0.53,1.97
0.79,1.57,0.98,11.45
1.05,1.44,2.0,23.27
0.03,1.93,0.13,2.93
0.94,0.13,0.92,2.84
1.55,1.36,1.48,21.06
0.89,1.04,0.14,12.53
1.6,0.2,1.14,12.88
0.96,0.1,1.37,0.99
1.63,1.05,1.06,12.62
0.57,0.96,1.91,12.02
0.4,1.43,1.14,5.79
0.93,0.79,1.07,7.56
1.6,0.09,0.07,1.65
1.91,0.68,0.5,1.4
1.12,0.58,0.47,2.86
2.0,1.31,1.77,53.01
0.22,0.41,0.35,1.84
0.15,0.52,0.72,6.85
0.91,1.61,1.96,10.74
1.51,1.95,1.04,26.1
0.98,1.17,0.52,10.76
1.66,1.25,0.54,8.19
1.07,0.7,0.5,1.67
0.46,1.72,0.39,8.44
0.01,1.23,1.92,2.07
1.54,0.75,1.17,9.86
0.63,1.17,1.32,9.82
1.1,0.48,0.77,8.56
0.66,0.73,1.73,11.06
0.64,0.66,0.31,3.73
0.14,1.66,0.07,11.11
0.46,0.77,0.58,6.64
0.65,0.3,1.49,1.36
1.96,0.76,0.44,3.61
1.38,0.56,1.78,9.34
0.26,1.44,1.41,7.97
2.0,1.02,0.22,3.44
0.91,1.59,1.46,16.68
1.14,1.57,0.95,31.19
0.27,1.01,0.51,7.09
1.17,1.08,0.92,5.11
0.85,0.26,0.93,5.84
1.14,0.04,1.91,3.38
1.31,1.78,0.7,9.57
1.64,0.04,0.29,0.9
1.32,1.94,1.59,22.8
1.46,0.38,0.09,4.91
1.06,0.45,0.93,2.7
0.87,0.16,1.94,6.29
0.99,0.43,1.24,3.54
1.63,1.34,1.57,26.28
0.73,0.55,0.35,1.16
0.98,0.06,0.62,1.31
0.66,0.97,0.72,1.84
0.05,0.12,0.23,3.17
1.46,0.33,1.6,10.03
1.54,1.28,1.79,6.05
0.24,1.76,1.82,12.4
1.48,0.32,0.78,1.66
1.68,1.32,1.69,29.44
1.69,0.79,1.33,8.77
1.02,1.74,0.75,6.36
1.45,1.91,0.8,14.06
0.39,1.54,1.73,29.05
1.88,0.62,0.75,11.9
0.32,0.24,0.1,0.21
0.9,0.06,0.21,3.34
0.15,0.66,0.08,1.2
1.7,0.79,1.38,9.68
1.17,0.35,0.07,1.67
0.97,1.84,0.45,18.72
1.31,1.28,1.08,18.04
0.32,1.82,1.52,23.6
1.96,0.87,1.89,74.21
1.21,1.01,0.58,5.54
0.35,1.99,0.39,3.16
0.37,0.34,0.6,3.08
0.74,1.6,1.76,6.38
0.76,0.65,1.65,3.77
1.13,1.04,1.22,13.2
1.51,1.64,0.58,7.19
0.73,0.78,0.82,8.01
0.84,1.6,1.64,21.22
1.36,0.67,1.06,1.22
1.94,1.37,1.17,17.57
1.83,0.72,1.37,8.37
1.51,1.45,0.43,3.97
1.37,1.65,1.47,4.52
0.39,1.94,1.92,61.23
1.67,1.2,1.11,4.49
1.25,1.42,1.35,9.37
1.32,0.1,1.92,10.13
1.76,0.28,1.86,6.74
0.3,0.63,1.8,5.3
1.18,1.54,0.23,4.18
0.46,1.43,1.42,17.18
1.09,0.24,1.58,8.14
1.04,1.97,1.24,13.68
0.4,0.14,0.09,3.88
0.0,0.22,1.47,6.13
0.32,0.79,0.57,1.91
0.73,0.33,0.44,3.11
0.34,0.94,1.42,9.09
0.28,1.22,1.35,18.33
0.12,0.47,1.63,20.23
1.68,1.35,1.56,30.1
1.02,2.0,1.12,40.92
0.49,0.34,0.48,5.81
0.62,0.84,1.13,7.06
1.02,0.65,0.38,3.01
0.06,0.89,1.07,2.53
1.79,0.03,0.52,3.03
0.59,1.89,0.98,10.3
0.49,0.96,0.79,2.82
0.11,0.95,1.46,19.37
0.6,1.07,0.57,19.16
0.2,0.62,0.74,3.21
1.63,1.0,0.91,7.16
0.06,0.9,0.25,7.63
0.38,1.57,1.62,8.08
0.89,0.39,0.35,5.72
1.67,1.18,0.87,6.94
0.29,1.13,1.3,6.55
0.0,0.08,0.6,2.55
1.85,0.35,1.8,4.6
1.63,1.81,0.11,19.36
1.07,1.11,0.94,3.21
1.32,0.62,0.39,4.41
1.1,1.84,1.38,21.46
1.45,0.07,0.39,9.38
0.69,0.75,1.47,8.17
1.67,1.76,1.21,49.25
1.72,0.64,0.65,3.54
1.62,1.71,1.22,11.36
0.95,0.95,0.74,3.48
1.35,1.8,1.97,112.23
1.46,1.63,0.15,3.08
1.68,1.21,1.43,7.15
1.01,0.15,1.76,3.75
0.36,0.07,0.57,5.1
0.13,0.94,1.52,3.12
0.77,1.23,0.28,8.36
0.82,0.06,0.11,0.08
1.26,0.64,0.7,7.01
0.16,0.8,0.12,6.37
0.75,1.02,0.02,6.57
0.84,1.63,0.95,9.3
0.56,0.8,0.98,9.97
1.52,0.3,1.02,4.01
1.92,1.5,1.4,8.48
0.83,2.0,0.26,2.72
0.91,0.38,0.99,1.37
1.73,1.53,0.62,7.07
1.85,0.94,0.97,11.1
1.06,1.93,1.16,30.03
0.8,0.97,1.82,8.85
0.72,1.17,1.1,10.1
0.0,0.16,1.51,1.03
0.79,1.16,0.69,23.93
1.6,1.52,0.46,2.51
0.36,1.49,1.83,22.98
0.1,0.53,1.97,9.38
1.65,0.28,1.86,2.61
0.66,0.39,0.94,3.94
0.59,1.66,1.05,10.93
1.23,1.34,0.08,3.96
0.71,0.93,1.28,18.72
0.05,1.19,0.83,15.68
0.74,1.68,1.71,7.34
0.14,1.15,1.17,11.7
1.94,0.7,1.48,1.41
0.04,0.48,1.44,4.2
0.11,0.56,0.7,3.63
1.03,1.39,1.85,23.83
0.71,1.69,1.73,3.75
1.81,1.93,1.53,43.96
0.44,0.9,0.3,4.11
0.58,0.26,1.43,0.28
1.68,1.19,1.28,11.61
1.97,0.88,1.15,5.26
1.92,0.7,1.09,11.03
0.42,1.39,0.47,2.71
1.97,0.09,1.34,2.3
1.7,0.95,0.06,2.57
0.25,0.74,0.39,2.27
1.36,0.2,0.49,1.29
0.68,1.15,1.24,5.21
0.26,1.97,1.85,22.81
0.85,1.63,1.5,2.67
1.59,0.04,1.71,6.95
0.82,1.36,0.11,8.08
0.15,1.54,0.88,6.72
0.92,1.9,1.76,5.0
1.59,0.43,0.06,3.02
0.77,1.88,0.5,6.13
1.31,0.01,1.48,8.27
1.69,0.3,1.7,5.53
1.47,0.78,1.81,38.29
0.22,1.96,0.7,18.47
0.06,1.27,1.7,20.82
1.76,0.82,1.41,4.61
1.68,0.77,0.74,6.32
0.29,0.55,0.29,3.96
1.95,0.74,0.58,14.6
0.1,1.63,0.18,4.68
0.22,0.84,1.15,2.74
1.87,0.52,1.18,10.4
0.21,0.71,0.06,2.78
1.5,1.66,0.59,31.05
1.41,0.09,0.77,1.24
0.18,1.65,0.91,10.6
1.39,0.04,1.38,15.61
1.59,0.85,1.55,2.49
1.03,0.99,0.87,8.87
1.51,0.19,1.39,3.73
0.56,1.37,1.63,12.84
0.22,0.65,1.46,4.54
1.13,0.01,1.9,8.99
1.85,0.33,0.93,7.53
1.85,1.45,0.72,14.71
1.35,0.12,0.68,3.95
1.87,1.41,0.91,19.22
0.24,0.27,0.07,0.76
1.37,0.24,1.48,17.69
1.48,0.2,0.16,1.48
0.15,0.37,1.42,5.82
0.25,0.53,0.74,0.43
1.31,1.99,0.25,22.34
1.43,1.55,0.62,17.8
0.64,0.86,0.61,4.64
1.87,0.89,0.54,5.15
1.88,0.6,1.27,3.35
1.41,0.45,1.72,3.36
0.62,0.8,1.0,2.94
0.14,0.6,0.19,2.35
1.28,1.68,1.56,16.08
1.8,1.27,1.35,9.36
0.58,1.58,0.3,6.02
1.61,1.95,0.28,11.86
1.77,0.7,1.58,9.42
0.95,1.88,0.58,7.9
1.29,1.18,0.1,3.93
0.24,0.95,1.68,3.4
1.8,0.4,0.83,1.76
1.53,1.95,1.36,5.8
0.84,0.34,1.05,4.71
1.6,1.41,0.51,6.48
0.7,1.89,1.34,19.3
0.75,0.08,0.3,0.22
0.34,1.3,1.35,4.16
0.1,0.98,0.54,8.8
0.35,0.17,1.84,8.6
1.33,1.0,1.5,12.81
1.47,1.12,1.4,11.11
1.75,1.63,1.07,36.91
0.41,1.78,0.88,2.49
1.36,0.83,0.14,1.8
1.17,1.2,0.16,6.53
0.3,1.9,1.92,37.26
1.51,1.94,1.79,25.29
0.01,0.66,0.81,3.97
0.62,1.61,0.9,23.25
0.95,1.04,1.18,21.82
0.25,0.21,1.4,1.96
1.08,0.74,1.51,4.81
1.29,0.32,1.14,20.76
1.62,0.46,2.0,15.11
0.17,0.84,0.44,1.6
0.82,1.61,0.01,0.98
0.02,0.07,1.13,1.88
0.4,0.03,0.88,3.08
1.29,0.72,1.2,2.31
0.51,1.67,1.65,17.6
0.27,1.01,1.82,4.68
1.36,1.74,1.93,37.97
0.06,0.68,0.69,6.07
1.62,0.77,0.88,12.31
1.92,1.39,0.55,6.57
1.79,0.41,1.34,13.23
0.38,0.58,0.92,2.66
1.82,0.76,1.35,26.62
1.2,0.91,1.84,12.59
0.18,0.71,0.75,2.55
1.99,1.43,1.95,20.85
0.39,1.81,0.77,7.32
0.82,0.46,0.44,1.11
1.12,0.88,0.55,6.63
1.01,1.64,1.55,2.21
0.53,1.86,1.33,8.76
1.93,0.92,0.31,6.33
1.85,1.24,0.61,15.92
0.65,1.55,0.15,16.32
1.59,0.68,1.02,1.57
1.96,0.25,1.94,7.44
0.85,1.31,1.29,4.76
0.19,1.97,1.2,7.88
1.99,0.44,1.31,1.11
0.58,0.35,0.3,2.71
1.12,1.13,0.56,4.74
0.96,1.18,1.43,9.18
1.5,1.41,1.23,14.09
0.58,0.42,0.71,2.08
1.77,0.21,0.7,6.37
0.23,1.34,0.91,8.95
1.42,1.64,0.64,29.16
1.54,0.49,0.08,0.88
0.66,0.28,0.7,8.18
0.93,0.87,0.42,7.78
1.96,1.4,1.51,19.01
1.69,0.9,0.3,9.09
1.95,1.11,1.23,4.61
1.29,1.25,0.73,7.2
0.16,1.27,1.73,5.67
1.09,1.82,0.0,3.33
1.43,0.51,0.84,6.71
1.33,0.61,0.21,2.94
0.68,0.84,1.18,8.34
0.73,1.37,0.49,17.02
0.77,1.97,1.74,17.6
0.18,1.18,0.98,20.24
0.6,0.08,1.99,4.35
0.26,1.67,1.29,36.71
1.48,0.09,0.13,1.46
1.07,1.68,1.88,17.56
1.19,0.9,1.06,7.15
0.62,1.51,1.42,6.78
1.62,1.68,0.35,4.43
1.05,0.07,1.35,1.11
1.87,1.51,0.29,37.46
1.59,1.31,0.35,8.47
1.89,1.89,1.32,8.95
0.2,1.01,1.38,13.53
0.86,1.38,0.39,5.99
0.64,0.5,0.68,2.09
1.81,1.52,0.06,5.71
1.82,1.68,1.72,8.71
0.18,0.22,0.15,2.35
1.31,0.56,0.58,12.79
1.15,1.03,1.94,38.8
0.78,1.05,0.11,5.75
0.26,0.67,0.71,1.2
1.28,1.46,1.34,5.44
0.92,0.32,1.65,5.86
1.51,1.19,0.29,7.05
0.12,1.35,1.06,6.94
0.69,0.96,0.13,0.83
1.98,1.33,1.85,21.67
0.48,0.99,0.98,5.65
0.72,0.23,1.11,1.49
0.02,1.76,1.06,2.84
1.27,1.94,1.79,25.67
1.66,1.86,1.84,54.52
0.19,0.49,1.78,9.12
1.86,0.21,1.22,2.99
1.01,1.11,0.58,6.58
0.17,1.61,0.46,8.08
1.44,0.84,0.86,4.15
0.35,0.94,0.54,14.29
0.93,1.13,1.84,4.78
1.72,1.18,0.96,7.34
0.19,0.14,1.86,2.25
1.84,0.14,1.11,1.89
0.21,0.19,1.98,2.63
1.8,1.18,0.3,8.9
0.67,1.8,1.91,34.51
0.4,1.34,1.93,7.83
1.1,0.12,0.02,2.3
0.79,0.28,1.34,4.06
0.22,1.65,1.42,19.27
0.65,1.87,1.39,17.68
0.94,1.15,1.93,9.6
1.93,0.51,0.54,8.06
1.36,1.75,0.71,14.51
1.79,1.91,1.12,1.33
0.1,1.62,0.52,13.97
0.55,1.79,1.09,55.68
0.59,1.79,0.69,17.8
0.41,1.05,1.95,3.86
1.55,1.81,1.98,30.48
0.68,1.35,1.66,2.78
1.4,1.77,1.2,9.48
0.75,1.68,1.32,17.07
1.54,1.57,1.67,12.2
0.66,1.93,0.1,4.33
1.21,1.88,0.88,9.39
0.53,0.75,1.53,16.58
0.99,1.83,1.19,14.41
0.87,0.47,0.84,3.5
0.88,0.53,0.75,6.97
0.38,0.08,1.43,2.24
0.34,1.95,1.33,10.43
0.01,1.05,0.48,6.36
1.67,1.56,1.06,2.86
1.06,1.35,1.94,9.39
0.61,0.02,0.28,0.47
0.77,1.44,1.95,40.59
0.59,1.78,1.77,19.07
1.83,0.62,1.35,5.81
1.86,1.54,1.97,10.03
0.65,0.56,1.11,4.77
1.28,1.63,1.94,8.0
1.63,1.29,1.49,11.09
0.68,1.6,0.79,6.31
1.79,1.67,1.16,30.18
0.03,1.02,1.83,5.83
1.93,2.0,1.88,23.36
1.33,1.12,1.52,8.52
0.5,0.45,0.91,3.95
0.86,1.43,0.02,9.17
1.07,1.61,0.15,7.53
1.33,0.94,1.43,6.98
0.17,1.44,0.57,7.38
0.77,0.51,1.71,11.08
0.16,1.94,1.42,2.89
1.98,1.81,0.13,6.78
1.43,0.68,1.52,10.93
1.68,0.01,1.99,1.93
0.82,1.51,1.44,10.33
1.24,0.74,1.43,4.55
0.78,0.73,1.34,3.08
1.66,0.13,1.92,12.9
0.71,0.96,1.25,7.65
1.41,0.47,0.58,1.82
0.28,0.94,0.58,2.4
1.15,1.84,0.01,3.79
0.88,1.83,1.63,25.11
1.31,1.14,0.73,3.31
0.5,0.19,0.98,2.65
0.51,1.47,0.77,0.56
0.64,0.91,0.11,6.96
0.54,1.09,0.79,7.65
1.68,0.37,1.14,3.1
1.06,1.4,0.68,20.52
1.19,0.27,0.65,2.08
1.89,1.95,0.01,13.14
1.16,0.77,0.19,4.47
0.09,1.0,1.27,4.14
0.95,0.76,0.95,12.81
0.98,1.72,1.46,44.58
1.43,1.91,0.48,2.33
0.3,1.71,1.9,26.37
0.08,1.72,0.56,20.85
0.84,1.36,0.93,13.84
1.78,1.92,0.85,3.22
1.23,1.58,1.94,45.98
1.21,0.57,1.44,13.85
0.67,0.39,0.67,6.26
1.68,0.49,0.73,1.0
1.0,0.93,1.9,7.47
1.49,0.18,0.37,1.1
0.34,1.96,1.6,26.38
1.33,0.94,0.36,5.79
0.1,0.3,0.82,1.21
1.36,0.96,1.24,2.15
1.73,0.41,0.2,6.78
0.19,0.73,2.0,14.71
0.81,0.48,1.05,4.47
0.32,0.67,1.73,9.88
0.7,1.19,0.98,5.37
1.03,0.76,1.96,10.95
1.11,1.57,1.32,28.92
1.73,0.91,0.2,4.69
0.84,0.49,1.63,10.31
0.2,0.57,1.53,2.05
0.25,0.81,1.43,6.54
1.33,1.94,1.63,38.12
1.07,1.19,0.97,25.55
1.16,0.87,0.74,14.96
0.48,0.45,1.49,2.11
0.33,1.02,0.96,6.47
0.3,1.76,1.2,25.74
0.16,0.54,1.77,2.12
1.76,0.21,0.38,5.48
0.3,0.31,0.58,3.55
0.21,0.38,1.21,5.5
0.36,0.76,1.8,7.55
1.62,0.63,0.36,3.04
0.87,1.88,0.93,9.7
1.28,1.96,0.13,14.65
1.81,1.18,0.43,17.08
0.55,1.71,1.43,30.56
1.01,0.07,1.99,7.31
0.81,1.2,1.44,12.89
1.21,1.61,0.21,9.23
1.93,0.69,0.73,2.86
1.81,1.03,1.23,10.84
0.13,1.47,0.01,6.88
0.26,0.94,0.74,4.19
1.9,1.4,0.07,6.5
1.24,1.31,0.7,13.34
0.76,0.26,0.71,6.01
1.65,0.09,1.16,3.01
1.18,0.87,0.7,3.27
1.99,0.32,1.19,15.87
1.75,0.59,1.48,22.57
0.9,1.67,1.89,11.61
0.84,0.82,1.44,1.66
1.8,0.27,1.98,7.85
0.44,1.64,1.34,10.45
0.2,0.41,1.71,2.28
1.43,1.23,1.11,6.79
1.76,1.44,0.59,18.78
1.77,0.85,1.66,12.72
1.27,0.48,0.17,2.43
0.22,1.7,1.68,4.48
0.41,1.31,0.72,4.34
0.57,1.02,1.4,8.9
1.58,1.35,1.35,5.52
0.86,0.14,1.27,3.75
1.09,0.74,0.35,3.11
1.83,1.8,0.65,47.07
1.05,1.99,1.42,11.0
1.22,0.78,0.29,1.59
1.28,1.03,0.22,1.64
0.39,0.69,1.14,5.14
1.85,0.38,0.66,4.96
0.15,0.83,1.81,14.76
1.29,1.56,0.29,8.13
1.71,1.68,1.4,25.14
1.92,0.4,0.75,2.35
0.28,0.45,0.33,0.87
0.6,0.23,1.39,6.65
