X1,X2,X3,y
1.2,1.1,0.51,11.69
1.48,0.65,0.52,0.18
0.79,1.56,0.46,8.34
0.02,0.15,0.54,4.83
0.86,1.82,0.11,0.0
0.91,0.34,0.32,0.49
0.87,0.96,0.06,0.15
0.49,1.21,1.99,6.45
0.5,1.62,0.59,1.03
1.22,1.34,1.83,5.18
1.38,0.67,0.09,3.92
1.07,1.74,0.45,0.16
1.72,0.65,1.37,21.21
1.48,0.24,1.2,20.64
0.43,1.67,0.42,4.53
0.22,0.53,1.93,6.08
1.07,1.68,1.13,3.74
1.58,0.97,0.5,6.29
0.68,0.12,0.02,1.86
0.03,0.67,1.29,0.0
0.69,1.49,0.7,3.19
0.35,1.54,0.53,2.45
1.09,1.64,0.6,27.17
0.57,0.93,0.7,0.0
1.6,0.09,0.84,2.71
1.73,0.27,1.83,6.29
1.76,1.95,0.04,1.89
0.96,1.5,0.38,3.73
1.46,0.7,0.4,8.14
0.81,0.6,1.59,1.71
1.27,0.64,1.28,1.09
1.63,1.1,1.03,17.7
1.86,1.76,1.94,27.6
1.51,1.22,1.81,10.35
1.41,1.49,0.31,14.63
1.46,0.03,0.05,7.2
1.95,1.84,1.72,51.37
1.86,0.59,0.28,25.62
1.69,0.91,1.63,5.7
0.06,0.91,0.33,0.36
1.62,1.81,0.0,4.38
0.41,1.65,1.92,4.28
0.66,1.01,0.29,2.67
1.72,1.69,1.92,22.34
1.73,0.82,1.59,4.61
0.97,1.92,0.56,2.76
1.19,0.83,1.4,0.94
1.68,1.98,1.58,24.26
1.21,0.69,0.26,5.23
0.85,0.76,0.8,2.86
1.9,0.65,0.32,0.07
1.6,0.32,0.17,5.99
1.15,0.57,1.99,6.21
1.48,0.71,1.01,13.58
1.08,1.42,1.64,4.55
0.91,1.1,0.84,0.0
1.06,0.49,1.42,8.03
0.93,0.07,1.09,0.0
1.59,1.17,1.53,14.06
1.25,1.92,0.9,16.28
0.87,1.46,1.17,5.61
0.79,0.12,0.16,3.9
1.64,1.28,1.15,1.43
1.16,1.23,1.77,0.1
0.14,0.24,0.01,1.94
0.33,0.61,1.79,6.62
1.64,1.25,1.49,13.28
0.78,0.62,1.81,2.79
1.78,1.65,1.05,10.54
0.61,1.68,1.99,24.78
0.67,1.55,0.6,4.24
1.29,0.63,1.4,7.07
0.75,1.18,1.55,0.29
0.31,1.5,1.92,14.51
0.01,1.65,1.56,0.21
0.35,1.23,1.97,13.29
0.5,0.92,0.77,3.91
1.22,1.86,0.39,3.61
0.99,1.77,0.18,5.5
1.03,0.14,0.6,1.26
1.82,1.13,0.73,23.36
0.43,1.93,0.19,3.68
1.92,0.36,1.43,1.73
0.19,0.65,0.7,0.56
0.5,0.53,1.06,3.45
1.35,1.62,1.93,15.72
1.7,1.45,1.86,10.46
1.36,0.53,0.42,4.6
0.4,0.92,0.76,0.01
1.69,1.31,0.27,6.05
0.18,1.15,1.27,5.5
1.54,0.4,0.03,0.79
0.51,1.75,0.62,0.55
0.68,0.1,1.63,2.38
0.19,1.56,0.71,0.0
0.63,0.31,1.46,6.85
0.09,1.02,1.06,3.59
1.79,0.43,1.17,17.96
0.91,0.87,0.85,6.22
1.42,1.36,1.79,20.72
0.48,0.28,0.23,2.45
1.74,1.82,1.87,40.21
0.55,1.36,0.19,2.17
1.93,1.72,1.17,31.35
0.35,1.04,0.56,2.84
0.59,0.94,0.93,1.56
0.05,1.97,0.47,6.47
1.06,0.88,0.96,10.57
1.13,0.91,0.48,4.78
1.41,1.77,1.34,12.18
0.45,0.05,1.78,1.72
0.38,1.18,0.92,2.19
1.26,1.25,1.01,2.91
1.94,1.37,1.69,37.61
0.03,1.42,1.93,0.65
0.16,0.3,0.63,0.0
1.32,1.7,1.67,19.56
0.8,1.66,0.53,6.71
1.69,0.29,0.24,12.23
0.56,0.92,0.31,5.28
1.0,1.94,0.6,10.52
1.35,0.67,0.19,0.2
1.42,0.86,1.73,13.83
0.04,1.73,1.44,3.27
1.11,1.49,1.65,8.36
1.89,0.04,0.77,10.61
0.88,1.69,1.57,17.64
1.13,1.88,0.1,9.73
1.81,0.52,1.13,5.39
0.05,0.2,0.52,6.59
0.97,1.42,1.21,2.28
0.19,0.83,0.55,1.91
0.24,1.57,1.87,0.0
0.66,0.53,0.98,7.91
0.28,0.59,1.43,3.01
1.51,0.27,0.88,0.0
1.76,0.69,1.41,36.75
1.96,1.83,1.2,40.57
0.91,1.01,0.6,5.39
0.76,1.17,1.05,5.36
0.25,0.14,0.45,0.74
1.4,0.69,1.19,2.51
1.36,0.09,0.18,1.5
0.25,1.17,0.83,0.0
0.6,0.75,1.03,4.15
1.38,1.46,1.28,14.71
1.86,1.53,0.59,33.21
1.24,0.16,1.86,2.07
0.86,1.12,1.86,7.27
1.52,1.92,0.3,27.03
0.48,0.64,0.66,7.98
0.91,1.07,1.57,21.29
0.65,0.66,0.2,0.0
1.2,0.52,0.63,5.31
0.43,0.91,0.32,2.41
1.24,1.99,1.0,25.93
1.4,1.94,0.16,10.42
1.52,1.2,0.76,12.74
1.6,0.34,1.16,0.0
0.22,1.5,1.27,2.42
1.62,0.89,0.53,13.36
0.95,1.5,1.86,6.08
1.63,1.61,1.09,14.7
1.14,0.7,0.95,9.15
1.23,1.94,1.12,12.52
1.71,1.41,0.91,3.32
1.03,0.11,1.74,4.47
0.57,0.5,0.17,3.96
0.75,0.41,0.22,3.64
0.15,1.38,1.57,0.96
1.42,1.28,0.83,6.94
0.56,0.63,0.12,5.06
0.26,1.09,1.11,6.33
1.62,1.25,0.41,30.11
0.89,1.09,0.06,2.47
1.85,0.05,1.06,4.02
1.32,0.52,0.73,2.49
0.02,0.24,0.97,0.75
0.97,1.97,1.47,17.38
1.0,0.13,1.02,2.61
1.17,0.89,0.27,0.0
0.21,1.09,0.66,0.0
1.26,1.5,0.51,8.22
0.0,0.39,0.12,0.99
0.47,1.04,0.21,0.96
0.48,0.96,1.6,8.62
1.19,1.76,1.47,8.81
1.64,1.23,0.99,17.37
1.72,0.87,0.35,0.18
0.64,1.64,0.35,7.12
1.02,0.79,0.3,0.3
1.82,0.93,1.48,21.15
0.8,1.27,0.4,5.27
1.07,0.54,1.14,7.23
1.23,0.93,1.32,10.21
0.83,1.31,1.31,0.0
0.67,1.9,1.77,7.99
1.63,1.99,1.67,30.73
1.56,1.93,1.16,14.08
1.07,1.93,1.92,13.44
1.14,1.67,1.02,7.84
1.01,1.25,1.45,18.85
1.8,1.29,0.97,16.24
1.42,1.49,0.5,15.13
1.67,0.77,1.26,18.82
0.98,1.62,1.88,1.31
0.35,0.09,0.31,5.12
0.43,1.55,0.38,0.0
0.21,0.44,0.58,3.59
1.24,1.72,0.66,4.78
1.05,0.03,0.45,4.11
0.14,1.48,1.59,21.28
0.41,1.93,0.49,2.01
0.35,0.13,1.54,4.36
1.82,0.75,1.19,28.44
1.96,1.1,0.86,9.66
1.96,1.25,1.2,25.97
0.81,0.72,0.9,6.51
0.87,1.9,1.04,19.97
0.34,1.17,0.35,0.0
0.25,1.55,1.72,5.5
0.91,1.62,1.93,20.57
0.95,0.01,0.29,11.21
1.97,1.94,0.15,10.84
1.94,0.44,0.58,7.4
0.55,1.5,1.05,13.72
0.45,1.13,0.8,8.67
0.7,1.77,0.26,3.07
1.73,0.03,1.68,40.86
0.01,0.3,1.66,0.75
1.72,0.82,0.11,5.7
0.81,1.47,0.69,22.15
1.22,0.39,0.89,14.47
1.24,1.04,0.41,6.94
0.9,1.92,1.05,24.25
0.06,1.91,1.53,3.6
0.51,0.9,1.83,6.49
0.0,0.91,0.21,0.22
1.36,1.76,0.23,7.3
1.39,0.66,1.87,3.62
1.15,0.29,1.95,0.37
1.16,0.54,0.92,4.7
1.38,0.38,1.35,5.84
1.9,0.54,0.45,7.07
0.71,1.45,1.49,0.29
1.63,0.87,1.76,0.0
0.12,0.1,1.31,0.0
1.75,1.49,1.11,3.8
1.97,1.19,0.08,8.38
1.98,0.91,1.39,22.23
1.79,1.11,1.0,16.12
0.49,1.52,1.89,14.84
0.01,1.63,0.12,0.63
0.62,0.98,1.13,3.34
0.45,1.48,1.38,0.88
1.33,1.24,1.37,3.81
0.41,1.19,0.14,0.09
0.71,0.95,1.47,0.91
0.43,0.21,1.66,3.78
0.49,1.88,0.4,5.37
1.76,0.18,0.86,5.31
1.62,0.53,1.04,0.0
1.23,0.61,0.46,0.25
1.83,1.54,1.1,15.43
0.83,0.48,1.94,6.78
1.61,0.87,1.53,6.59
0.42,0.52,1.55,4.27
1.36,1.94,0.46,6.49
0.95,1.37,1.68,19.7
1.74,1.3,1.17,18.37
1.37,1.66,0.45,13.59
0.61,1.37,1.72,4.46
0.23,0.63,1.56,1.92
0.66,1.09,0.38,2.96
0.88,0.42,1.97,6.36
0.36,1.29,1.15,6.31
0.08,0.78,0.17,8.26
1.75,1.3,0.97,7.0
1.63,1.47,1.23,5.45
0.87,1.24,1.64,27.92
1.22,1.15,1.57,8.71
0.33,0.95,1.54,3.03
1.08,1.07,1.84,16.51
0.77,1.05,0.69,5.62
0.47,1.91,1.03,6.8
1.69,1.07,1.9,19.91
1.32,1.43,0.33,14.58
1.57,1.47,0.6,24.28
0.76,1.66,0.3,1.55
1.97,1.59,1.28,23.45
1.45,0.94,0.54,9.21
1.22,1.71,1.42,8.2
1.58,1.32,0.63,19.12
1.84,0.8,1.84,26.86
0.83,1.79,0.98,10.97
1.95,1.96,1.27,10.04
0.56,1.63,1.39,3.55
0.4,0.94,0.51,2.4
1.05,0.25,1.07,2.43
1.12,0.95,1.22,17.85
0.46,1.13,0.14,7.73
1.59,1.57,1.17,6.94
0.01,1.45,1.16,0.0
0.03,0.32,1.3,0.0
1.5,0.88,1.22,26.35
0.55,1.41,1.49,2.52
0.35,1.89,1.38,15.98
0.15,0.04,1.2,2.12
0.14,1.02,1.02,2.4
0.05,0.44,0.3,0.63
1.71,1.5,0.24,4.55
1.27,1.46,1.39,24.11
1.94,1.01,0.82,16.0
1.86,0.36,0.69,4.84
0.89,0.05,1.69,8.76
0.3,0.85,0.42,1.72
0.58,0.33,1.33,6.34
0.23,0.04,1.99,1.48
0.24,1.06,0.95,2.1
1.16,0.09,1.87,5.09
1.27,0.29,1.72,8.78
1.38,0.4,0.98,20.42
0.48,0.61,1.46,1.61
1.08,0.16,1.43,4.56
1.3,1.0,0.99,12.05
1.77,0.09,1.75,2.82
0.68,1.16,0.25,1.41
1.52,1.86,0.61,31.91
0.84,1.67,0.66,2.0
0.14,0.87,0.03,1.61
1.09,1.2,0.85,11.91
0.18,0.9,0.59,1.29
1.49,1.8,1.54,16.22
1.64,1.15,0.04,0.99
0.79,1.97,0.37,8.55
1.25,1.62,0.26,21.35
0.2,0.91,1.75,0.98
1.38,0.11,1.31,10.6
0.12,0.74,1.47,3.56
0.0,2.0,1.93,5.86
0.64,1.25,1.15,9.17
1.28,1.75,1.07,3.53
0.85,1.14,0.99,17.05
1.9,1.57,1.98,22.96
1.51,0.0,1.08,7.4
1.77,1.56,1.16,50.42
1.07,0.08,0.11,5.07
0.19,0.84,1.25,12.99
1.31,0.96,1.22,18.65
1.58,0.78,0.01,3.97
0.0,1.7,0.76,0.95
1.61,0.32,0.41,15.77
1.27,0.71,1.87,23.51
1.85,1.73,1.4,15.09
1.49,1.13,0.53,5.26
0.5,1.44,1.36,11.05
0.57,1.41,0.67,2.43
1.42,1.17,1.81,6.11
0.99,1.54,0.1,2.78
1.24,1.31,1.05,2.57
1.91,0.17,0.08,3.3
0.07,0.32,0.52,6.72
1.27,0.61,1.77,4.33
1.06,1.91,0.36,8.1
1.81,1.01,1.59,31.31
1.4,0.64,1.04,11.81
1.89,0.24,1.94,13.98
0.03,1.16,1.71,0.19
0.63,0.23,0.48,2.72
0.73,1.49,0.67,5.44
0.04,1.3,0.53,0.16
0.73,0.29,1.8,9.81
1.82,0.55,1.69,7.8
1.59,1.41,0.55,22.15
0.82,1.89,0.58,24.06
1.25,0.17,0.57,9.0
1.51,1.36,0.3,22.65
1.92,1.54,1.25,19.76
0.23,1.27,1.98,15.53
1.44,0.08,0.61,7.76
0.83,0.92,1.92,26.58
1.48,0.54,0.04,1.99
1.67,1.23,1.68,15.74
0.82,1.67,1.21,5.46
0.35,0.36,0.02,0.83
1.47,0.99,1.17,4.49
0.22,0.96,0.79,2.81
1.67,0.88,0.48,28.51
1.24,0.11,0.17,0.0
1.65,0.96,1.28,22.16
1.83,1.17,1.52,8.41
1.98,0.64,1.84,11.38
0.49,0.66,0.59,1.7
0.21,0.68,1.74,3.19
1.22,0.5,0.8,3.94
1.18,1.14,0.35,0.77
1.42,1.21,1.04,8.36
1.22,1.37,1.37,17.79
1.42,1.8,1.22,18.69
1.89,0.26,1.81,0.04
1.76,1.28,2.0,5.16
0.29,1.38,0.94,3.99
1.55,1.17,1.92,3.23
0.45,1.36,1.75,3.27
2.0,1.05,1.13,11.72
0.07,0.25,1.14,0.15
0.96,0.92,0.3,2.64
0.35,1.17,1.19,0.0
1.88,0.76,0.19,0.58
0.94,0.8,0.88,0.75
0.44,0.6,0.42,0.0
1.13,1.2,1.84,23.48
0.2,0.78,0.87,0.11
1.93,0.76,1.11,1.16
0.45,1.6,1.16,17.55
0.14,1.63,0.71,10.86
0.88,0.35,0.58,1.06
0.07,1.16,1.65,10.73
0.59,1.45,0.88,10.37
0.2,0.86,1.27,3.52
0.46,1.69,0.63,0.0
1.27,0.44,1.04,7.52
0.55,0.7,0.81,6.62
1.15,0.53,1.99,3.7
0.3,1.83,1.89,10.65
0.08,1.86,0.84,2.15
0.39,1.21,0.07,4.45
0.44,1.03,0.56,2.53
0.95,0.88,0.64,2.36
0.53,0.19,1.44,8.13
1.04,0.9,1.92,14.59
1.04,0.04,0.21,0.0
1.23,1.73,0.15,17.13
0.78,0.78,1.7,3.24
0.57,1.97,2.0,7.7
0.04,0.86,0.69,1.06
2.0,1.41,0.73,11.7
0.36,0.0,1.3,0.0
1.31,0.56,1.37,7.78
1.12,0.71,0.84,0.8
2.0,0.06,1.37,1.16
0.98,1.46,0.8,3.22
0.92,1.13,0.52,2.62
0.93,0.52,0.81,0.0
0.17,0.36,1.33,2.77
1.2,0.28,1.32,0.22
1.02,1.31,1.01,19.41
0.52,1.81,0.02,6.35
0.89,1.32,1.21,14.85
1.32,0.06,1.93,5.81
1.52,1.68,1.76,20.48
1.17,0.28,0.53,4.06
1.68,1.92,1.94,25.35
1.02,1.8,1.59,8.66
1.45,0.62,0.39,3.75
0.59,0.41,0.64,6.57
1.22,0.39,1.45,4.94
0.59,1.62,0.73,8.8
1.52,0.85,1.15,6.76
0.17,0.11,0.66,4.84
0.51,0.95,0.98,6.52
1.79,1.02,1.04,9.48
0.15,0.28,1.02,0.22
0.82,0.15,1.48,1.99
1.88,1.3,0.35,14.72
0.4,0.63,1.72,0.72
0.83,1.86,1.7,6.46
1.3,1.73,1.09,0.0
1.74,1.39,0.33,4.54
0.17,1.06,0.95,9.34
1.83,1.53,1.14,15.07
0.77,1.13,1.31,0.76
0.64,0.5,1.03,2.01
1.19,0.96,0.68,7.16
1.94,0.87,0.64,1.15
0.52,0.87,1.98,6.01
1.82,1.74,1.97,23.18
0.58,0.96,1.79,24.21
1.93,1.76,2.0,16.69
0.75,0.35,0.37,0.0
0.76,0.37,1.63,12.58
0.05,0.94,1.17,0.36
1.8,0.02,1.01,14.52
0.67,1.02,1.5,7.53
1.5,1.31,0.62,26.26
1.73,1.14,0.08,22.06
0.09,1.32,1.72,2.94
0.64,0.68,1.48,0.16
1.93,1.78,0.08,6.47
1.82,0.3,1.17,2.17
0.02,1.55,0.68,4.01
0.91,1.57,0.77,15.06
0.31,1.69,0.48,5.54
1.32,0.18,1.81,10.55
0.01,0.21,1.42,0.81
1.9,0.56,1.75,6.08
1.41,0.1,1.41,0.0
0.28,0.95,1.8,0.0
1.47,1.45,0.06,0.0
0.06,0.47,1.1,0.28
1.46,1.21,1.05,3.43
1.17,0.53,0.75,11.52
1.38,1.87,1.37,30.23
0.17,1.68,1.56,8.97
0.62,0.15,1.02,1.2
0.14,0.84,1.14,0.4
1.89,1.07,0.61,5.3
1.32,1.78,1.2,19.54
0.63,0.72,0.4,1.92
1.91,0.17,1.98,7.11
1.74,0.88,0.34,13.58
0.37,1.02,1.78,2.99
0.75,0.23,0.32,6.71
0.0,1.53,1.0,3.13
0.57,0.64,0.29,1.02
1.9,0.51,0.24,3.57
1.89,1.24,1.35,31.97
0.25,0.93,1.25,0.12
0.41,0.01,1.09,0.93
0.18,0.75,1.12,1.41
1.34,0.4,1.66,4.59
0.69,1.75,1.5,14.64
1.55,1.24,1.8,22.04
1.2,0.17,1.21,2.17
0.47,0.11,0.73,3.56
1.62,0.87,0.79,0.12
1.88,0.95,1.03,29.29
0.98,1.33,0.72,2.74
0.21,1.74,1.06,16.85
1.75,1.14,0.14,25.68
0.4,1.53,0.19,7.58
1.01,1.04,0.26,3.21
1.75,0.58,1.71,34.09
0.61,0.98,0.74,3.13
0.55,1.33,1.97,6.09
0.41,1.7,1.52,2.06
0.43,0.99,1.75,3.68
0.48,0.38,0.46,0.0
0.07,0.45,1.26,0.0
0.53,0.85,1.65,2.7
0.81,1.33,0.96,4.47
1.78,0.18,1.26,5.04
0.91,1.8,1.94,23.52
0.95,1.33,1.61,3.62
0.67,1.11,1.97,0.0
0.16,1.67,1.38,1.19
0.51,1.95,1.27,8.2
1.5,0.27,0.72,4.99
1.33,1.31,0.6,0.0
0.11,1.15,1.46,8.36
1.73,1.47,0.15,12.68
1.26,1.88,0.47,10.48
1.38,1.28,1.7,4.45
0.92,0.77,1.78,0.02
1.15,1.63,1.22,23.47
0.1,0.54,1.4,2.89
0.17,0.94,0.86,2.73
1.91,0.45,1.23,13.65
0.42,0.16,0.56,1.13
1.75,1.74,0.98,29.93
1.31,1.6,0.5,8.97
0.81,1.47,1.34,12.36
1.8,0.58,1.44,6.73
0.24,0.34,0.7,0.0
1.21,0.89,1.55,1.05
0.99,1.04,1.17,33.3
0.63,1.93,1.72,11.18
0.62,1.6,1.61,9.03
1.6,1.41,1.64,5.26
0.77,0.56,0.86,6.21
1.49,1.95,0.83,6.49
1.64,0.07,1.43,7.49
1.72,0.22,1.38,5.08
0.86,0.37,1.06,5.56
1.61,0.11,1.73,6.48
0.55,0.53,0.86,3.21
0.78,1.85,1.19,5.68
0.25,1.54,0.76,6.3
0.23,1.64,0.84,0.0
0.54,1.58,1.62,3.16
1.44,0.42,0.64,0.37
1.39,1.58,0.67,3.38
1.14,1.83,1.8,10.19
0.36,1.77,0.15,0.0
0.01,0.56,0.15,0.89
1.23,0.14,0.96,6.38
1.55,0.51,1.53,20.63
0.24,0.68,0.42,0.0
1.1,0.06,1.97,4.95
0.14,0.65,0.61,0.0
1.98,0.05,0.24,5.44
0.11,0.93,0.45,4.79
0.14,1.69,1.43,7.37
1.89,1.2,0.94,15.61
0.82,0.69,1.52,4.02
1.86,1.83,0.12,6.25
0.54,0.16,0.95,0.0
1.28,1.82,0.73,7.05
1.27,0.35,0.79,8.57
1.07,1.58,0.63,7.08
1.31,1.82,1.82,12.05
1.06,0.4,0.86,4.05
1.25,0.5,1.07,6.97
1.04,1.57,1.26,5.39
1.58,1.96,0.1,0.0
0.23,0.14,1.55,1.83
0.48,0.56,0.24,0.64
0.47,1.8,1.79,12.01
1.57,0.5,0.31,3.61
0.78,0.84,0.7,0.1
0.67,1.24,1.58,8.38
0.78,1.95,1.57,11.96
1.98,0.48,0.92,15.26
0.18,1.82,0.55,1.58
1.01,0.85,1.01,5.41
0.19,1.29,1.49,1.54
1.88,1.04,1.26,15.1
0.68,1.11,1.13,5.16
1.36,0.29,0.5,15.33
0.28,0.81,0.2,3.27
0.78,1.11,1.01,2.88
0.96,0.62,0.07,12.33
1.73,0.79,1.02,9.03
1.19,1.63,1.53,1.69
1.6,1.08,1.24,13.39
0.99,1.33,1.64,3.01
1.54,0.14,0.7,14.83
0.1,0.67,1.8,5.53
1.52,1.14,1.29,31.46
1.55,1.08,1.59,7.31
1.53,0.06,1.43,2.89
1.13,0.97,1.73,13.56
1.31,1.39,0.33,18.65
0.08,1.7,1.92,7.26
0.44,1.18,1.86,2.75
1.14,0.52,1.42,3.6
1.49,0.29,0.91,21.41
1.06,1.1,1.49,0.66
1.14,0.38,1.84,5.82
0.04,0.99,0.4,2.58
1.03,0.89,0.68,0.82
0.11,0.92,1.39,0.0
1.46,1.01,1.71,12.42
0.07,1.67,1.58,2.86
0.04,1.94,1.8,1.86
0.32,1.03,0.4,0.0
0.02,1.75,1.15,2.79
1.23,0.18,1.81,9.36
1.28,1.75,0.66,21.93
0.13,1.73,1.67,3.22
1.28,1.42,0.54,9.11
1.08,1.68,0.07,1.15
1.16,0.71,1.27,9.48
1.35,1.34,0.88,0.0
1.06,0.72,0.25,3.17
0.19,1.67,1.55,5.24
1.34,0.83,0.71,7.21
1.48,1.94,0.27,11.07
0.28,1.43,0.84,11.91
1.11,1.91,0.88,1.84
1.58,0.79,1.14,1.48
0.33,1.29,1.65,5.16
1.85,1.44,0.9,3.25
1.66,1.67,0.78,1.54
1.75,0.9,1.79,8.22
1.72,0.74,1.05,4.57
0.34,1.25,0.31,0.29
0.1,1.52,0.52,2.29
0.59,1.88,0.33,0.86
0.93,1.88,0.91,14.46
1.09,0.87,0.17,0.0
0.88,0.79,1.67,13.4
0.34,1.99,1.16,17.47
1.25,0.03,0.54,5.21
1.45,1.92,0.81,19.64
1.16,0.33,1.79,1.51
0.76,1.24,0.56,2.29
0.93,0.4,1.8,0.72
1.47,1.64,1.19,29.76
0.56,0.78,1.58,1.16
1.1,0.53,0.91,8.15
0.85,1.87,1.03,4.78
1.82,0.12,0.59,1.31
1.63,0.83,1.54,17.66
1.13,1.23,1.52,7.09
0.67,1.21,0.06,7.86
0.5,1.24,0.04,0.41
1.58,0.98,1.32,0.12
1.68,1.01,0.26,17.21
1.1,0.38,1.74,6.66
0.17,0.28,0.79,0.28
0.39,1.31,0.22,1.02
0.79,0.86,0.23,0.35
1.5,0.85,0.72,13.54
1.49,1.17,1.83,15.64
1.0,1.26,0.05,6.43
1.5,1.36,0.86,0.91
0.06,0.07,1.31,2.65
1.35,0.26,1.12,8.17
0.36,0.19,1.49,0.0
1.78,0.47,1.79,11.15
0.34,0.88,1.94,12.58
1.24,1.59,0.33,15.37
1.76,1.71,1.62,55.15
0.58,0.98,1.49,15.22
1.66,1.26,1.08,22.47
1.71,1.14,1.95,10.05
0.95,1.6,0.33,9.74
0.66,1.0,1.41,13.97
0.99,1.1,0.31,11.86
1.74,1.33,1.26,17.23
1.08,1.49,0.58,7.2
1.8,0.47,1.19,14.58
1.28,1.21,1.26,5.55
1.28,0.22,0.91,7.1
1.2,1.56,1.85,24.4
0.71,0.07,0.61,0.14
0.06,1.82,0.27,2.33
0.97,0.91,0.53,3.31
1.86,0.83,1.71,22.96
1.01,0.29,1.7,0.0
1.59,1.08,0.38,7.63
0.34,0.41,0.69,9.2
1.17,1.87,0.53,3.85
0.98,1.62,1.21,10.36
0.73,0.61,1.09,0.0
0.76,1.03,1.41,9.74
1.35,0.6,1.48,7.47
0.11,1.68,0.01,3.79
0.5,1.68,1.16,6.92
1.43,0.51,0.1,0.0
0.61,0.98,0.34,3.93
1.48,0.94,0.21,9.04
