X1,X2,X3,X4,X5,y
6.9,8.48,0.19,7.42,0.69,-41.39
3.72,1.6,5.27,9.34,7.18,-27.27
8.31,2.04,3.21,8.98,9.9,-25.75
5.56,5.32,1.64,7.6,9.84,-36.03
1.66,9.86,9.21,0.29,1.63,-12.89
4.71,2.76,3.68,2.17,0.37,0.24
0.75,3.88,3.0,5.52,1.66,-21.81
4.83,0.69,0.81,8.29,4.8,-24.7
8.17,2.02,0.86,5.19,7.67,-13.61
7.48,9.76,1.1,9.41,9.91,-56.03
1.67,2.91,7.99,2.61,2.45,-1.24
2.27,6.4,5.24,0.87,6.38,-10.36
6.65,7.24,1.49,6.13,8.4,-35.88
0.1,3.83,2.65,4.5,4.0,-22.65
7.28,4.21,1.33,5.15,7.71,-20.3
6.76,8.97,8.51,5.57,7.12,-26.44
9.7,7.64,6.91,1.55,5.52,-5.19
5.6,2.05,6.02,8.83,2.12,-19.74
5.38,4.59,8.83,9.42,8.6,-32.56
5.78,4.81,2.29,3.23,8.57,-13.45
2.39,1.81,9.55,4.53,0.49,-1.46
7.19,1.74,9.96,1.25,7.7,14.44
8.32,5.3,3.69,3.76,3.35,-10.73
1.3,0.53,4.02,9.23,4.16,-26.81
8.61,1.06,4.39,2.59,7.29,6.83
7.01,4.34,7.46,5.57,4.25,-12.36
0.9,2.39,3.4,1.72,0.58,-1.33
4.63,1.07,3.95,4.96,8.11,-9.27
4.34,2.8,7.88,5.29,0.21,-7.22
6.42,8.01,4.37,5.28,6.62,-29.08
7.71,1.88,8.59,5.5,6.97,-1.47
5.21,1.19,5.79,9.93,2.47,-24.2
4.42,3.12,9.1,2.1,4.67,2.89
5.02,9.77,3.12,4.49,6.98,-33.76
1.79,5.48,1.34,8.64,7.45,-44.26
7.91,6.0,2.46,7.61,7.44,-33.14
1.24,5.05,4.72,8.73,4.17,-39.0
0.94,7.69,0.62,1.99,1.95,-24.63
6.2,9.99,3.85,3.85,5.11,-29.02
9.33,6.94,6.54,4.05,0.47,-12.53
2.77,1.92,6.76,2.4,0.22,3.21
5.64,0.37,8.61,3.56,5.56,5.98
2.97,4.94,6.87,7.48,2.36,-25.08
5.79,7.16,2.65,6.78,0.53,-31.99
3.88,0.95,5.6,1.88,3.54,6.26
4.42,4.21,5.57,9.94,7.9,-38.87
4.24,5.62,1.21,1.17,6.65,-13.05
3.54,9.05,1.9,0.78,4.51,-19.02
2.73,7.44,2.46,7.6,7.97,-45.99
5.19,7.47,2.51,7.67,7.98,-41.72
2.96,9.19,1.13,7.98,0.77,-49.27
2.64,7.3,3.32,3.53,8.98,-27.82
6.02,4.81,5.33,1.83,0.33,-1.79
4.89,8.81,0.2,1.19,5.47,-19.97
0.23,0.54,1.27,3.53,5.75,-10.49
7.97,7.51,0.16,0.45,8.52,-13.38
8.51,8.19,4.17,4.97,2.9,-24.05
8.35,0.15,8.03,1.57,5.68,17.43
7.59,1.7,9.15,4.1,8.81,1.38
7.36,8.13,1.88,5.95,4.75,-32.7
9.51,3.96,7.83,3.69,8.51,-2.48
2.85,8.53,7.33,8.77,9.97,-46.41
2.83,4.03,1.39,7.89,2.2,-33.12
5.7,4.46,9.54,2.14,4.65,2.13
0.63,1.75,6.64,4.1,2.17,-6.19
6.4,4.26,0.39,5.62,2.78,-22.71
3.66,9.58,5.06,2.8,7.88,-26.21
0.74,2.44,3.53,6.64,5.79,-25.18
7.34,1.54,4.75,3.05,3.08,4.47
1.13,5.26,9.91,0.69,6.05,-0.77
9.84,3.31,6.67,5.83,0.18,-4.63
5.7,9.48,0.29,3.6,3.23,-32.05
9.5,8.82,9.77,3.02,4.22,-10.75
6.01,7.34,2.5,3.54,8.4,-24.49
8.42,3.63,1.46,9.02,0.35,-28.93
1.46,4.5,3.34,9.85,7.13,-42.78
1.65,9.36,2.9,9.23,2.23,-55.3
9.14,7.19,1.1,1.01,9.28,-10.91
5.91,1.04,9.6,2.49,1.56,12.49
0.81,5.57,2.93,7.53,5.35,-37.06
5.41,9.4,7.93,6.12,3.9,-33.95
5.43,9.04,7.33,6.55,7.41,-34.39
9.69,7.22,9.26,4.27,5.18,-13.42
4.91,0.51,9.7,1.4,2.16,17.24
3.6,9.83,9.68,0.06,3.69,-9.4
2.29,1.02,0.93,9.85,8.96,-35.62
2.24,7.5,8.31,8.16,2.92,-37.11
5.98,6.64,6.71,8.56,9.49,-36.8
4.13,4.89,6.94,5.93,6.4,-23.63
8.36,9.48,1.98,1.17,8.01,-18.77
9.38,6.83,2.66,5.8,4.71,-23.93
9.1,8.94,5.85,6.12,5.89,-31.25
3.51,6.34,0.23,4.1,5.69,-26.25
5.94,8.11,0.26,9.22,0.79,-49.2
3.84,3.01,1.95,5.64,8.35,-22.82
7.82,6.3,4.91,8.64,5.08,-34.64
7.74,9.21,0.74,9.25,2.37,-50.41
5.45,6.05,0.1,4.12,0.68,-21.41
4.2,5.63,3.16,4.77,1.37,-21.3
5.3,7.88,5.76,0.78,6.28,-9.43
7.69,8.86,5.72,5.57,5.02,-28.48
7.11,1.99,3.51,6.05,2.67,-10.5
4.63,5.7,1.54,1.94,6.74,-13.64
3.13,2.16,3.23,5.39,7.54,-17.0
6.98,0.44,7.11,3.11,8.07,8.3
9.52,3.32,1.69,7.29,9.85,-23.21
5.72,5.22,1.96,1.04,9.79,-6.93
6.49,9.49,9.97,8.6,5.75,-39.42
3.52,7.2,3.8,7.59,9.69,-39.75
7.13,9.29,3.08,9.91,6.36,-50.93
6.92,5.44,6.11,8.87,6.43,-33.07
6.34,8.85,7.9,2.75,4.66,-17.24
0.79,6.33,7.42,4.49,9.69,-21.66
4.09,6.98,4.26,9.49,7.16,-45.69
0.01,1.85,0.33,2.86,3.61,-11.05
1.53,0.59,5.26,0.84,3.92,10.45
4.1,7.56,7.01,3.68,6.98,-20.1
0.27,4.4,8.79,9.37,8.33,-36.36
7.62,8.34,3.25,7.95,5.88,-40.27
3.5,8.66,1.05,1.99,8.3,-26.04
9.65,4.22,7.12,3.64,9.89,-5.02
1.34,5.18,3.25,2.75,8.99,-17.01
3.85,5.47,7.11,0.06,1.96,4.4
2.61,5.44,5.94,4.6,7.95,-22.36
3.49,7.41,9.93,0.32,8.62,-3.47
1.67,7.5,7.73,3.11,4.31,-18.4
3.84,5.7,3.68,5.75,4.9,-26.52
8.67,4.87,6.14,9.02,1.76,-28.22
9.5,7.47,6.14,4.59,8.66,-18.94
3.68,9.75,0.29,1.64,2.98,-24.58
2.67,5.36,0.71,8.28,3.25,-39.07
9.59,5.49,5.63,0.11,6.0,4.49
1.22,4.78,0.23,4.04,2.07,-23.5
1.91,3.15,5.25,6.86,1.55,-21.78
5.75,2.12,7.23,0.35,5.8,13.17
4.2,2.38,8.99,2.44,9.36,3.25
4.47,2.35,8.32,1.32,7.24,6.59
1.64,1.54,5.0,0.38,1.99,8.44
0.62,8.6,1.93,2.25,4.95,-26.09
4.88,8.23,2.52,6.69,5.6,-39.02
1.94,4.11,9.43,2.23,6.98,-3.46
4.26,7.78,8.94,3.64,5.45,-16.41
5.29,7.37,3.45,5.67,3.07,-29.77
0.83,0.12,2.81,9.62,3.0,-29.19
9.09,0.3,6.48,0.7,9.63,19.5
4.5,0.45,1.88,0.18,9.13,9.61
5.78,6.67,5.93,4.5,4.12,-19.7
1.81,2.66,0.12,0.78,9.81,-7.95
6.78,4.26,0.04,7.27,8.28,-32.06
2.23,2.39,9.18,1.26,5.17,7.42
9.01,5.41,8.58,7.52,7.71,-22.75
1.52,7.63,7.46,9.68,6.46,-48.98
8.68,4.02,7.29,6.29,9.55,-14.32
4.9,2.08,7.86,8.6,3.1,-20.0
8.46,6.97,7.94,9.7,7.7,-37.46
9.32,6.69,9.42,3.19,8.41,-7.53
3.0,3.6,1.48,1.64,2.23,-5.52
8.84,7.67,6.69,7.58,0.69,-28.34
1.74,5.6,5.22,0.57,8.1,-6.33
5.13,1.96,1.0,2.63,7.13,-3.59
5.56,5.92,1.07,2.22,6.7,-14.46
5.19,5.62,3.9,8.05,9.51,-35.7
8.37,6.59,1.0,9.81,7.84,-45.88
8.24,4.93,0.26,1.87,3.03,-7.62
1.61,9.75,3.47,8.33,9.6,-53.44
5.27,4.9,7.73,5.48,7.27,-16.76
7.43,1.85,6.38,2.52,0.92,8.7
6.32,3.39,6.61,4.81,6.22,-7.78
6.25,9.63,2.47,7.68,6.52,-45.89
8.95,5.79,7.57,5.11,9.36,-15.27
9.33,2.58,9.13,2.62,2.12,10.81
4.78,3.47,7.19,4.4,2.63,-7.55
3.1,9.1,9.47,8.08,1.19,-38.35
8.4,3.85,0.73,7.03,7.25,-26.65
4.16,9.9,3.41,7.11,4.0,-43.94
0.62,6.03,3.75,8.45,2.04,-41.25
6.05,0.89,1.64,3.42,4.69,-1.44
6.03,6.53,5.05,6.06,7.28,-28.03
3.02,4.31,9.97,9.08,1.08,-27.57
6.62,0.82,7.43,8.94,4.13,-14.95
7.69,1.58,5.4,8.49,0.01,-16.15
8.75,6.71,2.07,9.86,4.24,-42.81
0.33,7.72,0.39,7.33,7.81,-50.39
9.53,3.19,7.67,1.91,5.81,7.39
8.83,3.11,3.93,3.41,7.64,-3.08
8.28,0.38,5.3,0.58,9.68,15.67
8.32,1.95,8.98,8.16,2.31,-9.6
0.41,9.87,3.24,8.0,1.82,-51.03
8.02,9.31,2.43,6.43,0.35,-36.81
3.31,4.32,4.95,8.33,8.34,-33.69
3.9,0.68,9.1,5.44,2.46,-1.57
7.52,9.56,0.8,3.7,6.23,-30.79
1.44,6.24,9.54,6.51,2.94,-23.62
1.93,9.74,8.22,5.06,3.67,-32.59
0.76,1.78,1.88,6.2,8.25,-22.12
6.3,0.9,9.13,6.0,2.69,-0.26
9.05,7.62,6.84,9.27,9.02,-39.08
1.8,0.05,9.83,1.66,6.69,12.27
8.29,3.0,9.48,5.81,1.59,-4.1
5.96,4.91,7.84,5.2,5.84,-14.65
8.88,0.76,9.17,8.02,1.41,-4.84
8.91,6.32,4.0,0.31,0.78,4.41
0.27,5.15,9.61,3.28,4.85,-12.25
2.09,3.12,2.96,4.35,1.21,-12.81
2.1,2.57,6.06,6.66,6.91,-19.87
4.26,3.92,0.61,0.38,3.76,-1.46
9.2,9.43,6.17,3.78,3.86,-21.11
9.23,9.72,1.12,1.86,2.31,-19.67
2.95,2.87,5.9,3.63,0.2,-5.33
9.18,8.28,8.26,9.85,8.51,-40.36
7.63,6.35,2.29,5.95,0.19,-24.21
6.43,5.6,8.78,0.04,1.59,11.63
8.32,0.25,1.68,4.33,4.25,0.94
5.99,5.4,9.58,8.37,7.11,-28.0
4.08,7.15,9.36,1.25,5.33,-5.94
9.74,5.71,9.6,1.35,6.2,5.88
5.96,4.3,5.08,6.21,7.9,-22.58
0.3,7.25,4.72,4.22,6.7,-27.52
3.99,5.45,8.55,0.75,9.5,0.29
3.3,9.62,3.04,4.27,4.83,-33.63
0.34,8.86,3.42,4.19,7.54,-34.87
9.99,3.43,3.28,3.97,0.77,-4.02
6.11,0.95,6.29,6.87,8.51,-12.69
2.93,7.92,9.5,3.62,6.76,-20.13
9.61,7.07,5.05,0.54,8.56,-4.13
2.61,7.34,7.88,9.82,0.75,-43.41
7.18,1.16,1.13,4.65,6.36,-6.57
5.99,6.11,4.23,3.67,1.04,-16.15
2.72,9.54,2.68,4.6,3.44,-35.15
2.09,2.93,2.14,2.9,1.63,-8.54
5.53,3.15,7.55,2.1,7.71,1.4
3.61,5.55,5.95,3.18,2.01,-13.01
4.03,9.62,8.57,6.13,9.49,-38.41
9.76,5.68,5.86,5.51,7.58,-17.46
6.47,4.61,8.79,4.17,3.78,-7.93
8.89,7.11,3.22,7.36,7.54,-34.99
3.65,6.59,2.35,6.95,2.48,-35.05
9.83,1.1,3.4,9.78,2.3,-19.34
9.17,7.22,4.46,9.74,6.59,-41.13
5.04,0.88,3.26,1.83,9.75,4.21
9.28,6.25,3.58,8.13,3.83,-31.72
1.91,2.13,6.26,8.36,4.04,-23.88
1.03,9.58,0.31,2.19,3.35,-30.5
8.74,7.17,4.73,8.55,1.55,-34.55
2.37,5.63,0.8,4.24,0.26,-21.26
8.18,9.51,1.06,1.22,4.97,-17.51
3.94,3.02,7.63,6.16,4.56,-14.38
7.75,0.98,2.43,2.98,9.87,1.05
7.12,9.33,7.6,7.94,0.95,-36.91
1.8,7.88,9.84,0.73,8.33,-9.83
6.43,8.15,7.44,2.21,1.92,-13.61
2.0,7.96,9.79,6.83,3.82,-31.88
9.85,4.42,1.18,1.69,3.64,-1.82
8.18,6.45,6.48,3.38,1.52,-9.0
3.66,8.98,7.95,3.36,1.17,-19.59
1.28,2.38,0.19,4.94,3.11,-19.98
7.36,6.88,2.6,8.06,5.73,-37.75
5.56,8.38,6.85,8.14,9.1,-40.49
7.19,0.34,3.29,3.46,6.74,2.91
9.06,3.67,4.91,5.12,4.47,-10.93
2.44,7.06,1.49,2.12,4.07,-20.1
3.19,6.83,5.59,2.98,0.96,-14.69
0.19,2.13,4.18,7.08,9.5,-28.63
2.78,1.1,2.21,5.38,8.99,-14.59
3.97,9.11,6.39,3.59,8.0,-26.79
3.56,2.41,0.27,2.38,5.62,-8.06
6.27,0.69,0.59,2.29,2.58,5.86
1.74,7.42,5.24,0.27,6.5,-11.46
6.34,8.0,3.81,6.17,2.7,-29.32
6.34,4.96,5.84,2.57,0.07,-1.96
0.17,5.52,7.51,1.49,6.99,-9.06
6.19,9.76,7.26,2.92,1.07,-18.98
9.33,2.92,3.41,6.97,6.5,-18.19
0.46,1.22,6.62,6.13,7.43,-14.89
6.43,0.38,1.4,1.08,7.89,7.86
9.7,4.22,6.64,5.06,8.3,-8.02
8.71,5.39,3.47,7.55,2.04,-26.73
2.78,5.12,7.95,4.94,8.11,-18.12
5.07,8.36,3.72,4.62,6.29,-28.3
5.37,1.74,7.74,8.4,2.15,-17.62
3.57,5.43,5.14,8.03,6.56,-35.08
2.91,4.14,6.12,4.67,9.11,-18.32
5.33,5.24,5.05,3.93,1.06,-11.8
9.78,3.79,6.04,3.81,4.36,-3.34
6.43,5.98,7.2,6.13,8.75,-24.29
2.17,4.54,2.25,6.63,4.07,-29.3
9.84,5.76,4.3,0.01,7.26,4.08
2.62,8.24,0.01,3.04,4.59,-28.88
7.49,6.8,6.88,4.89,2.3,-17.51
8.28,7.97,7.04,1.8,2.75,-8.07
3.51,9.1,5.79,5.87,5.22,-37.3
7.96,1.7,6.95,3.78,4.14,2.25
3.12,0.0,2.59,6.06,3.51,-13.07
0.02,1.29,8.55,6.55,7.96,-15.87
8.25,7.29,4.97,6.44,9.91,-31.01
6.49,6.59,4.52,9.53,5.55,-41.98
8.76,6.32,9.85,5.93,4.75,-15.89
2.19,8.48,7.66,8.04,1.09,-40.45
4.26,6.83,8.72,5.57,4.69,-22.35
1.29,3.43,3.29,3.75,6.69,-16.02
1.95,9.02,1.87,9.41,9.45,-59.25
7.49,2.82,2.62,7.44,8.8,-23.71
8.0,9.06,1.62,5.85,7.06,-34.4
0.53,6.82,4.59,2.47,3.63,-18.81
3.2,8.86,8.08,1.07,7.92,-13.81
3.27,6.57,2.69,9.94,6.98,-49.18
2.19,3.67,4.33,4.82,4.23,-18.74
6.81,2.95,5.41,2.87,7.45,-0.39
8.08,4.17,3.13,9.1,8.8,-33.12
9.03,9.06,4.22,5.28,7.31,-29.79
5.04,9.12,9.11,0.42,6.7,-7.09
4.67,9.5,1.83,3.62,0.16,-28.64
6.9,1.67,4.31,3.5,1.35,3.14
5.78,6.14,5.93,2.3,8.97,-10.37
9.63,3.42,0.67,6.29,9.28,-20.34
3.15,3.09,3.11,5.96,6.42,-21.19
4.86,8.75,8.89,5.24,9.46,-28.49
4.86,8.8,7.68,7.11,2.2,-34.66
0.67,3.87,9.45,3.56,3.39,-7.8
2.03,7.57,1.69,2.46,9.72,-24.36
2.08,9.64,0.43,6.74,9.42,-50.62
2.58,4.93,9.17,4.68,6.74,-14.12
4.32,1.84,4.16,1.65,8.44,1.59
9.48,4.32,1.62,7.93,2.1,-25.97
7.41,0.06,2.36,6.08,0.73,-5.78
2.71,4.24,5.8,3.63,2.38,-11.44
9.91,5.64,3.99,2.76,4.81,-6.59
1.95,6.86,0.82,7.94,1.96,-43.7
5.26,0.83,0.96,5.15,6.23,-12.87
5.18,0.6,6.51,8.26,0.7,-14.6
6.64,0.68,7.85,5.56,6.98,-3.09
5.12,6.87,9.1,9.83,6.58,-40.29
8.87,2.68,9.32,1.93,8.87,9.87
7.83,9.4,2.91,3.1,2.99,-23.74
3.57,0.49,3.36,5.25,6.8,-9.02
5.75,6.37,9.65,8.7,4.27,-29.06
6.12,6.74,5.05,0.14,0.19,-1.14
6.72,1.06,2.23,7.8,0.73,-18.08
9.33,2.73,9.06,9.09,1.82,-15.57
9.81,5.82,9.99,7.76,6.32,-20.24
3.59,1.75,6.4,4.33,1.25,-3.63
7.0,9.59,7.39,6.21,3.46,-30.83
8.07,4.5,7.46,4.42,6.43,-8.13
1.54,0.96,6.48,2.53,9.71,-0.48
7.84,4.79,6.46,7.82,6.59,-25.13
4.71,2.7,1.07,6.93,1.18,-21.92
7.21,2.94,7.93,4.8,2.18,-3.73
3.51,6.71,1.16,7.1,1.95,-40.16
3.37,9.93,1.3,1.44,0.95,-25.5
9.09,6.21,0.12,3.37,1.69,-15.47
6.09,1.68,6.41,5.99,2.85,-6.96
0.71,7.05,6.25,4.37,3.99,-26.69
1.55,4.39,6.74,5.05,0.31,-16.23
2.84,5.88,9.97,0.88,2.72,-0.32
7.75,2.37,5.61,8.14,0.78,-17.71
5.68,7.11,0.38,7.27,2.12,-38.92
8.4,8.55,7.33,2.66,9.08,-13.54
7.07,1.34,6.68,5.95,0.51,-3.71
4.24,5.18,2.8,5.01,3.6,-20.51
3.64,6.6,1.27,1.09,7.79,-15.74
0.53,5.16,1.1,8.4,4.51,-41.75
2.7,4.0,6.74,4.69,4.77,-13.8
8.68,6.95,2.42,3.39,8.36,-17.36
8.06,0.58,0.34,9.31,4.53,-25.27
3.96,0.18,4.8,3.22,5.25,3.42
3.87,7.33,2.99,7.84,1.33,-39.84
2.17,0.06,2.82,3.23,5.93,-1.2
7.62,3.74,5.75,6.16,2.49,-14.6
8.39,9.33,2.34,7.94,0.52,-40.11
0.63,8.52,0.64,3.85,5.33,-36.2
9.93,1.16,7.74,0.97,5.07,19.11
4.06,1.74,9.35,4.03,5.82,-1.79
6.31,8.72,9.38,9.74,5.33,-44.5
0.81,4.02,6.98,0.62,9.29,-3.64
0.74,6.81,2.09,5.26,6.34,-33.93
8.47,7.92,5.13,3.92,8.55,-20.68
6.0,1.06,3.58,1.93,3.3,7.26
2.26,4.74,7.88,1.13,9.53,-3.25
3.33,2.3,0.64,3.25,7.31,-12.56
4.74,5.14,5.46,8.43,7.23,-32.97
2.32,5.51,3.95,5.14,8.34,-26.67
3.32,0.81,9.2,6.59,3.8,-8.35
4.32,9.84,0.31,2.87,5.05,-32.26
7.68,0.12,8.99,7.42,1.78,-2.16
1.75,9.45,6.95,8.92,4.81,-50.32
8.18,2.6,1.29,5.08,9.99,-15.42
2.68,0.95,0.58,2.51,1.06,-3.31
9.6,0.78,6.71,8.59,2.74,-8.52
9.85,8.31,6.54,7.06,5.09,-29.21
8.47,9.06,4.03,2.79,9.04,-21.31
7.2,9.57,0.93,0.08,7.58,-16.41
8.07,5.3,2.5,9.29,1.98,-35.13
7.7,0.62,9.92,8.69,0.86,-8.22
