X1,X2,X3,y
1.03,0.27,0.68,8
0.57,0.24,1.4,24
0.87,1.29,1.77,78
0.4,1.74,1.82,83
1.35,1.81,0.14,40
1.93,0.33,1.77,105
1.22,1.33,1.34,74
0.41,1.17,0.45,21
1.63,0.18,0.4,24
0.75,0.44,0.65,15
1.42,0.78,0.75,24
0.28,0.93,0.54,13
0.22,0.31,1.26,24
1.95,0.02,1.07,36
0.37,0.7,1.74,34
0.45,1.61,1.02,32
1.88,0.26,0.59,24
0.25,1.26,0.59,17
0.69,1.08,1.53,53
1.29,1.16,0.54,45
1.25,1.63,1.42,81
0.24,0.53,2.0,51
1.69,0.05,1.47,31
0.15,0.31,0.7,10
0.19,0.64,0.48,11
1.03,1.31,1.29,62
1.74,0.03,1.55,46
1.6,0.96,1.85,97
0.62,0.02,1.27,15
1.39,0.48,1.76,71
1.65,1.71,0.87,100
1.6,1.68,1.03,106
0.32,0.66,1.15,15
0.15,0.63,1.02,14
1.75,1.48,0.82,69
0.38,1.14,0.95,23
1.73,1.96,0.52,76
0.91,0.96,1.57,63
0.95,0.15,1.75,41
1.38,1.44,1.87,140
1.62,1.73,1.9,213
0.4,1.98,0.03,25
0.18,1.65,1.22,58
1.93,0.76,1.38,74
0.51,0.23,0.26,15
0.06,0.69,1.33,21
1.54,0.67,0.42,19
1.73,1.8,1.87,228
0.66,0.46,1.5,28
0.6,0.3,0.91,21
0.26,1.36,1.65,46
1.38,0.01,1.31,38
0.51,0.07,1.9,37
1.33,1.39,1.73,97
0.41,1.86,0.26,30
0.98,1.15,1.57,76
1.25,0.57,1.83,62
1.9,0.67,2.0,126
1.27,1.76,1.58,117
1.07,1.86,0.35,39
1.29,0.37,1.81,61
0.76,0.33,0.22,12
0.19,1.07,1.55,44
1.18,0.31,1.55,41
0.93,1.18,0.43,33
0.09,0.09,0.39,7
0.54,0.13,0.09,10
0.22,0.31,0.75,14
1.99,0.8,1.59,103
1.8,0.58,0.17,28
0.82,1.45,1.38,82
0.39,0.65,0.1,8
1.82,1.94,1.07,126
1.88,0.8,1.57,91
1.89,0.43,1.9,101
1.96,0.59,1.99,129
0.23,1.8,0.52,32
0.99,1.27,1.91,102
1.2,1.77,1.67,117
0.33,1.28,1.48,45
1.8,1.2,0.92,70
0.78,1.41,1.04,44
0.05,1.82,1.98,88
1.21,0.31,1.18,26
1.03,0.12,1.51,21
0.28,0.73,0.28,8
1.09,1.41,0.37,38
1.04,0.42,0.55,14
1.41,1.62,1.05,74
0.52,1.01,0.04,14
0.26,1.53,0.52,26
0.2,0.16,1.98,23
1.8,0.92,0.27,24
1.15,1.15,0.76,31
0.92,1.21,0.98,45
1.08,1.76,1.57,119
1.29,1.65,1.13,89
0.54,0.83,1.43,45
0.76,1.84,0.59,28
1.08,1.65,0.64,42
0.1,0.04,0.18,3
0.56,0.81,0.17,10
1.92,0.47,0.57,37
0.42,0.4,0.12,7
0.25,0.82,1.84,57
0.34,0.29,1.03,12
1.71,1.24,0.32,42
1.82,1.11,1.16,80
1.58,0.47,1.64,55
1.46,1.81,1.24,131
1.04,1.25,0.01,23
1.96,1.98,1.55,225
0.14,1.55,1.53,51
0.19,0.05,0.59,5
0.85,1.21,0.17,14
1.51,1.52,0.57,51
0.59,1.13,0.4,20
0.89,0.06,1.07,12
0.5,0.74,1.26,24
0.28,0.66,1.3,28
1.18,0.57,0.39,26
0.53,0.81,0.76,22
0.14,0.88,0.6,12
1.17,0.18,1.84,43
0.18,1.56,1.91,72
0.63,1.29,1.56,63
1.56,0.33,1.61,45
0.55,1.06,1.97,83
0.95,0.32,1.96,52
1.9,1.26,0.64,45
1.46,1.89,0.61,73
0.5,1.67,1.3,58
1.52,1.41,0.32,33
1.88,0.65,1.43,69
1.46,0.17,1.49,44
1.33,1.71,1.39,124
1.42,0.95,1.66,71
1.86,1.61,0.04,40
1.95,1.75,1.86,228
0.35,0.23,1.02,20
0.04,0.1,0.3,7
1.24,0.95,0.24,18
1.65,1.14,0.49,46
1.99,0.15,0.41,16
0.14,0.61,0.95,12
1.59,1.32,0.3,42
1.93,0.81,1.44,75
1.87,1.98,0.2,65
0.03,0.63,0.72,17
1.85,0.79,1.77,96
0.9,1.52,0.66,49
1.61,1.57,0.66,68
0.7,0.76,1.64,42
1.12,1.42,0.03,17
1.36,0.19,1.45,40
1.28,0.75,1.37,59
1.86,1.82,0.44,85
0.36,0.37,0.05,6
1.38,1.22,0.15,29
1.3,0.06,0.14,13
0.03,0.75,1.85,27
1.46,0.87,0.35,22
1.53,0.43,0.68,24
1.52,0.15,1.95,64
0.53,1.78,0.8,46
0.14,0.97,1.64,46
1.24,0.96,1.79,77
0.2,1.62,1.73,80
0.72,1.57,0.04,20
1.2,2.0,1.76,188
0.72,1.14,0.63,21
0.91,0.95,1.67,60
1.4,2.0,1.06,100
0.92,1.46,1.47,70
1.15,1.87,0.35,37
0.98,1.26,1.94,93
1.0,1.16,1.5,55
0.13,1.69,1.02,39
0.74,1.67,0.92,46
0.39,0.75,0.25,18
1.6,1.62,1.08,94
1.01,1.45,0.19,30
1.53,0.11,1.25,33
1.87,1.28,0.55,61
1.69,1.21,1.99,132
1.82,0.96,1.87,128
0.46,1.05,0.85,26
0.68,1.55,0.38,25
1.11,1.87,0.27,48
1.32,1.61,0.51,50
1.6,0.32,0.49,22
0.51,1.71,1.11,60
1.02,1.95,0.58,53
0.48,1.38,0.98,34
0.22,0.68,0.9,22
0.07,0.94,1.42,28
1.07,1.82,0.88,60
1.42,0.99,0.83,54
0.03,1.71,1.92,82
1.42,0.51,1.7,54
0.77,0.51,0.5,20
0.79,1.84,0.7,44
0.63,0.3,1.86,31
1.87,0.91,1.5,97
1.36,0.02,1.45,30
0.84,1.86,1.04,60
0.13,0.37,0.34,9
0.96,1.33,1.0,39
1.04,0.27,1.63,40
0.84,1.55,0.05,28
1.44,0.53,0.87,43
1.44,1.54,1.71,121
1.99,0.14,0.65,26
1.97,1.89,1.04,133
0.98,0.46,1.87,50
2.0,1.06,1.04,75
1.31,1.01,0.76,36
1.75,1.28,1.68,143
0.39,0.97,0.88,27
1.92,1.08,1.51,97
0.06,0.98,1.06,21
0.05,1.27,1.18,24
0.49,1.23,0.98,37
1.81,0.65,0.69,42
1.7,0.65,1.39,58
0.89,1.06,1.6,70
1.3,1.18,0.73,46
0.18,0.62,1.01,18
0.43,0.76,1.54,36
0.33,0.42,1.68,27
1.06,0.42,1.51,38
1.69,1.13,0.24,29
0.55,1.63,1.55,78
0.97,0.17,1.37,22
1.13,1.24,0.94,49
1.8,0.66,1.39,75
1.18,0.91,1.8,62
0.6,0.13,1.66,24
1.54,1.53,1.18,80
0.96,1.49,1.86,101
1.9,1.25,0.21,30
1.51,0.46,0.02,13
1.71,1.27,0.73,66
1.09,1.39,0.9,49
1.15,0.37,0.1,14
1.03,1.64,0.56,34
0.64,1.63,0.74,33
1.11,1.66,1.66,119
1.19,1.39,0.07,22
1.63,0.98,0.45,35
1.27,0.22,0.7,24
1.02,1.57,0.19,31
0.41,0.48,1.72,28
1.78,0.73,1.15,47
1.94,1.25,0.59,73
1.07,0.9,1.97,66
1.57,1.4,0.09,36
1.81,0.19,1.28,37
0.72,0.1,0.07,4
0.14,1.36,0.69,19
0.08,0.18,1.6,12
1.38,0.5,0.11,15
1.98,1.7,1.36,159
0.85,0.51,1.04,25
0.21,1.32,1.67,46
1.09,0.64,1.04,30
1.25,1.04,0.04,18
1.28,1.35,0.78,49
0.72,0.6,1.73,40
0.89,1.49,1.91,97
0.25,1.78,0.23,14
1.24,0.0,1.11,25
1.41,0.97,1.29,61
1.35,0.53,0.8,25
1.88,0.77,0.96,79
1.93,1.9,0.24,65
0.08,0.79,0.49,16
2.0,1.49,1.72,187
0.76,1.27,0.64,35
0.51,1.75,1.4,72
0.05,1.78,0.44,22
0.91,1.18,0.85,38
0.75,0.6,0.33,15
0.47,1.07,0.22,18
0.79,0.34,0.88,14
1.64,0.36,1.59,44
0.38,0.0,1.52,22
0.26,1.64,0.23,22
0.07,1.06,1.65,39
0.47,1.09,0.42,16
1.52,0.97,0.82,40
0.67,1.42,0.82,39
1.15,0.34,0.02,8
1.05,1.03,0.97,48
1.25,1.26,0.19,30
1.11,0.34,0.79,23
1.65,0.98,1.32,65
0.35,1.85,0.51,37
0.81,1.26,0.48,30
1.07,0.43,1.32,27
1.81,0.38,1.9,68
0.97,0.63,1.04,36
0.31,1.48,0.72,26
1.68,0.17,1.34,49
0.05,1.61,1.89,71
0.77,0.44,0.14,9
1.01,0.08,1.47,22
0.05,0.9,1.87,34
1.87,0.49,0.15,29
1.99,1.22,0.11,45
1.72,1.02,0.87,43
0.58,0.62,1.56,48
0.82,0.67,1.74,63
1.71,0.76,1.28,48
0.23,0.99,0.41,15
0.12,1.02,0.57,15
0.92,0.13,1.7,38
0.99,1.07,0.01,18
0.65,1.67,0.14,25
1.15,0.43,1.89,52
0.08,1.68,1.06,24
0.61,1.98,1.56,93
1.86,0.37,1.69,66
1.99,1.47,1.22,117
0.16,0.65,1.06,19
0.58,1.33,0.23,20
1.19,1.2,0.11,29
0.34,1.37,0.37,23
1.41,0.86,1.69,82
1.79,0.58,1.87,97
0.62,0.33,1.09,16
1.41,1.2,1.18,68
0.58,0.99,0.1,11
1.95,1.96,0.76,129
1.62,1.55,0.59,59
1.06,1.82,0.14,32
1.21,0.04,0.86,30
1.33,0.36,0.16,16
1.78,1.51,0.94,72
0.82,1.73,1.62,110
1.15,1.45,1.64,102
0.4,1.51,0.52,31
1.55,1.82,0.82,73
0.51,0.35,0.19,12
1.65,1.67,0.32,51
0.7,1.37,0.88,34
1.9,0.58,0.19,35
0.07,1.22,1.56,37
1.63,0.61,0.67,42
1.33,1.03,1.17,50
0.64,0.6,0.4,14
0.4,0.65,0.2,6
1.78,0.99,1.89,128
0.03,1.32,0.45,15
0.4,1.07,1.5,50
1.15,0.55,0.51,20
0.64,1.59,0.82,42
0.07,1.62,1.02,42
1.77,1.32,0.67,50
1.21,0.95,0.53,28
0.84,0.6,1.01,30
0.9,0.43,0.81,15
0.04,0.29,0.17,7
0.83,1.97,0.71,54
1.34,1.13,1.94,121
0.86,0.2,0.5,15
0.04,0.38,0.45,7
1.24,1.91,1.71,148
0.17,0.12,1.57,18
0.84,0.95,1.45,50
1.76,1.67,0.64,73
1.59,0.45,1.01,26
0.13,0.91,0.18,12
1.21,0.93,1.92,76
1.1,0.04,0.73,16
1.41,1.84,0.79,67
1.89,0.42,1.74,72
0.95,0.76,0.02,9
0.84,0.98,0.8,22
0.31,0.09,1.52,21
1.07,1.22,1.59,80
1.8,1.85,0.78,88
1.59,0.82,0.47,28
1.16,1.71,0.55,49
1.61,1.79,0.42,68
0.22,0.01,1.44,13
1.49,0.98,1.55,61
1.52,1.47,1.19,78
0.16,1.88,0.04,17
1.88,0.23,1.38,46
1.3,0.96,1.94,90
1.98,1.29,0.65,61
1.59,0.43,2.0,84
0.11,1.21,0.29,11
0.16,0.41,1.36,18
0.07,0.57,0.23,10
1.76,1.6,0.03,40
0.19,1.61,0.5,27
0.47,1.16,0.55,28
0.27,1.61,0.77,37
0.79,1.97,1.01,64
0.66,0.48,0.89,17
0.53,0.99,0.16,13
1.47,0.31,0.41,15
1.02,0.8,1.7,60
0.85,1.29,1.43,54
1.04,1.68,0.03,28
0.49,0.24,0.6,15
1.63,0.89,0.2,28
0.24,1.05,0.5,11
0.75,0.98,1.84,62
1.54,0.44,0.29,8
0.46,0.1,1.08,11
0.69,1.52,0.74,42
0.62,1.64,1.84,99
0.56,0.42,1.68,33
0.38,0.01,0.21,5
1.59,0.24,0.13,12
1.73,0.39,1.4,58
0.89,0.62,0.15,21
1.12,0.73,1.38,40
0.32,0.7,1.72,32
0.88,0.8,0.25,15
1.88,1.22,0.37,44
1.75,0.09,0.74,30
0.19,0.36,2.0,24
0.51,1.33,0.38,24
0.61,1.63,0.98,54
0.82,0.14,0.28,14
1.27,1.7,0.61,52
0.49,0.84,1.98,49
1.51,0.92,1.83,96
1.86,1.06,0.78,53
1.6,1.14,1.82,134
0.18,1.8,0.68,25
0.99,1.14,0.38,25
1.79,0.11,1.6,51
0.43,0.84,0.61,23
1.75,0.61,1.05,48
0.97,0.64,0.54,16
0.5,0.53,0.77,20
0.65,1.83,1.37,73
1.64,0.93,0.26,30
1.85,1.58,1.43,133
1.33,1.3,1.8,108
0.5,1.33,0.47,24
1.28,0.06,1.28,26
1.12,0.98,0.66,23
0.44,1.48,0.48,30
0.84,0.79,1.85,50
0.24,1.25,1.47,42
1.82,0.7,1.05,49
1.09,0.18,1.77,45
0.95,1.81,0.83,68
0.93,0.6,0.43,21
1.91,1.57,1.44,139
1.76,1.05,1.71,126
0.29,0.74,1.47,44
1.57,0.55,1.73,73
0.82,1.72,0.98,59
1.29,0.4,0.8,16
1.17,1.86,0.13,36
1.05,1.21,1.35,52
0.09,0.73,1.11,16
0.59,1.59,0.5,43
0.87,0.48,1.38,32
1.6,1.84,0.66,83
1.56,1.74,1.52,131
0.75,0.7,1.53,37
1.64,0.0,0.99,26
1.19,1.36,1.91,113
1.42,1.67,0.17,43
1.6,1.11,1.28,80
1.78,1.17,1.62,118
1.73,1.27,1.95,141
0.37,1.9,1.1,52
1.7,1.55,0.88,85
1.76,0.4,1.37,46
1.03,1.37,1.88,103
0.73,0.34,0.02,8
0.3,0.8,0.76,17
0.55,0.7,0.6,23
0.1,1.43,1.11,40
1.64,1.03,0.53,33
1.45,1.5,1.13,86
0.52,0.99,1.35,31
1.83,0.36,1.81,80
0.45,0.12,1.14,14
1.72,1.57,0.23,43
1.22,0.25,1.21,30
1.97,0.02,1.3,41
1.18,0.0,0.04,6
1.76,1.55,1.19,112
1.06,1.11,1.88,77
1.27,0.07,1.34,26
1.37,0.54,0.93,28
0.66,1.52,0.41,28
0.89,1.7,1.17,80
1.58,1.69,0.96,82
0.98,0.09,1.96,45
1.69,1.75,1.59,149
1.37,1.22,0.33,34
1.11,0.39,0.29,17
0.82,0.79,1.63,56
1.2,1.1,0.13,24
0.13,1.62,1.6,55
0.15,1.62,1.05,35
1.97,1.42,1.2,110
1.78,0.54,1.37,63
0.19,1.46,1.68,73
0.74,0.43,1.13,22
1.46,1.84,1.52,150
1.07,1.94,1.72,146
0.92,1.04,1.31,45
0.72,1.98,0.64,53
0.67,1.2,0.55,24
1.42,1.01,0.3,26
1.08,1.74,1.56,99
0.72,1.4,2.0,88
1.38,0.94,1.17,54
1.26,0.54,0.46,18
0.74,0.18,1.47,27
0.46,1.8,1.69,86
1.18,1.59,1.87,142
1.76,0.71,0.17,27
0.43,0.47,1.47,36
1.93,0.39,1.09,43
1.09,0.6,1.88,67
0.07,0.94,0.0,16
1.15,1.31,1.99,133
1.0,1.19,1.12,55
0.68,0.36,0.09,11
0.54,0.72,0.11,10
0.07,1.4,1.5,38
0.05,1.87,0.44,23
1.36,0.81,0.03,14
1.28,1.53,1.58,112
0.2,0.51,1.17,28
0.22,0.28,0.64,7
1.87,0.91,1.97,129
1.82,1.27,0.57,66
0.07,1.45,1.13,29
0.32,1.21,1.38,41
1.58,1.98,1.23,150
1.29,0.86,0.21,20
0.81,0.32,1.28,20
1.38,0.01,1.76,37
0.69,0.72,1.98,60
1.12,1.21,1.2,51
0.57,1.04,1.24,30
0.82,1.84,0.53,46
1.71,0.19,0.13,21
0.24,0.85,0.6,19
0.94,1.72,1.55,94
1.95,1.35,1.81,166
1.57,1.01,0.42,33
0.43,0.99,1.27,31
1.91,0.73,1.94,105
1.06,1.31,1.0,44
1.06,1.88,0.89,65
0.58,1.75,1.16,65
0.07,1.45,0.23,18
1.57,0.28,0.16,23
0.6,0.59,1.75,40
0.96,0.3,0.54,17
1.9,0.86,0.92,54
1.59,0.14,0.54,13
1.35,0.21,1.85,60
1.2,1.68,1.01,83
1.23,1.81,1.41,125
1.79,0.63,0.77,34
1.62,0.18,0.17,13
0.82,0.16,0.69,15
0.68,0.27,0.23,12
1.13,0.11,1.29,44
0.2,1.47,1.34,52
0.16,0.72,1.55,25
1.99,0.06,1.73,56
1.42,0.1,0.8,32
0.57,0.97,0.57,21
1.06,1.24,1.42,78
0.81,1.8,1.13,74
1.42,0.45,0.25,12
1.55,0.67,0.62,36
1.99,1.32,1.63,140
1.09,1.34,2.0,104
1.26,1.06,0.6,38
1.11,0.28,1.5,38
1.92,1.34,0.55,51
1.73,0.46,0.47,26
1.81,1.49,0.07,32
0.14,1.22,0.5,17
0.78,0.51,0.9,22
0.69,0.54,0.09,10
0.06,0.99,1.93,38
0.61,1.5,1.37,67
0.13,1.68,1.77,63
1.66,1.74,0.25,41
1.85,0.97,0.16,37
0.21,0.54,1.82,22
1.31,0.59,0.29,20
1.99,0.78,0.77,49
0.75,1.95,0.67,47
0.39,1.87,1.15,53
1.33,1.4,0.58,54
1.17,0.22,1.53,28
0.98,0.03,0.14,16
1.13,0.68,0.59,16
0.74,1.59,1.26,77
1.11,0.63,1.07,29
1.98,1.96,0.47,88
1.57,1.76,0.38,54
0.19,1.82,1.62,66
0.19,1.39,1.39,41
1.83,1.84,1.98,269
1.88,0.73,0.17,32
0.45,1.01,1.55,43
0.98,0.34,0.17,13
0.81,1.35,0.1,25
1.89,0.91,1.25,78
0.38,0.64,1.38,23
0.76,1.96,0.72,55
0.46,1.53,1.01,39
0.21,0.21,1.8,27
1.88,1.03,0.11,33
0.9,0.54,1.22,34
1.5,0.46,1.71,59
1.93,1.18,1.77,156
1.72,1.39,0.43,59
1.64,1.43,1.67,141
0.43,1.06,0.61,23
1.35,1.88,0.77,65
1.78,0.08,1.1,38
0.9,1.63,1.34,63
1.5,0.46,1.2,44
1.77,0.58,1.25,65
1.77,1.84,1.09,127
0.83,1.39,0.6,37
0.92,1.04,0.71,30
0.58,0.53,1.94,44
1.95,1.48,1.3,127
1.6,1.11,1.0,48
1.68,0.88,1.28,64
1.1,0.32,1.2,20
1.27,0.73,1.72,81
1.93,1.8,1.02,123
1.72,1.76,1.99,221
0.63,0.52,1.66,35
1.18,0.65,1.93,55
0.79,0.38,1.6,43
1.77,1.46,1.0,76
0.56,1.34,1.16,55
1.19,0.56,1.41,34
1.47,1.81,1.63,155
0.94,1.45,1.11,58
1.64,0.63,1.91,72
1.42,0.14,0.8,27
1.33,1.43,1.53,106
0.91,0.44,0.83,21
0.15,0.98,1.1,26
0.21,0.75,1.89,49
0.59,1.83,0.52,31
1.05,0.05,0.73,13
0.02,0.06,1.58,16
1.96,1.04,0.9,71
0.95,0.63,0.42,23
1.65,1.54,0.7,72
1.81,1.4,0.57,46
0.24,0.46,0.22,5
1.31,1.12,1.88,89
1.64,0.25,0.4,23
0.55,1.47,1.99,91
0.46,0.18,0.45,9
1.33,0.84,0.87,42
1.31,1.22,1.54,67
1.32,1.18,0.93,47
0.9,1.4,0.74,41
0.28,0.72,0.28,13
1.83,1.61,1.05,102
1.66,1.89,1.14,147
1.31,0.76,0.64,22
0.36,1.86,1.97,104
1.06,1.61,0.46,41
1.36,0.98,1.45,69
0.87,1.3,0.24,26
1.92,0.95,0.78,46
1.82,1.08,1.94,149
0.7,0.45,0.19,12
1.68,1.12,1.08,57
0.42,0.5,0.07,9
0.65,1.94,0.1,25
0.96,0.86,1.1,36
1.56,1.59,0.68,60
1.6,0.86,1.68,89
0.49,0.05,0.35,9
1.79,1.75,0.73,86
1.08,1.85,0.73,57
1.79,1.2,1.25,76
1.15,1.19,1.18,38
0.54,1.16,0.32,27
1.8,1.24,1.65,100
1.84,0.61,1.88,104
1.96,0.26,1.11,43
1.3,0.72,0.49,27
1.93,0.31,0.14,17
0.76,1.69,1.47,88
0.36,1.85,1.95,114
1.63,0.98,0.32,33
0.12,0.97,1.81,57
1.58,1.31,0.9,52
1.46,0.32,0.66,21
1.58,0.18,0.85,20
1.51,1.47,0.99,69
0.18,1.5,1.64,62
0.42,0.87,1.5,34
1.16,1.96,1.22,101
0.66,0.11,1.1,20
1.27,0.35,1.54,57
1.86,1.53,0.51,53
0.9,0.39,0.18,10
1.44,0.46,1.41,54
2.0,1.82,1.25,148
0.13,0.75,1.67,37
0.18,0.52,0.72,8
0.22,0.58,1.12,18
1.56,1.98,1.52,181
1.72,0.39,1.32,45
1.51,0.23,1.67,42
1.3,1.76,0.42,50
0.51,1.39,0.17,15
0.89,1.69,1.15,72
1.07,0.75,0.09,13
1.72,0.83,0.17,28
1.79,0.8,1.0,65
1.3,1.53,1.62,119
1.64,1.21,1.6,132
0.01,0.61,0.66,14
0.58,0.31,1.75,26
0.42,0.45,1.46,26
1.18,1.83,1.75,144
1.26,1.19,1.92,116
0.68,0.49,1.12,20
1.12,0.83,0.87,38
1.01,0.29,1.66,34
0.39,1.13,1.47,43
0.2,0.51,1.63,32
0.24,1.21,1.43,51
1.84,0.1,1.24,36
0.11,1.26,0.93,31
0.49,0.74,0.42,18
1.3,1.19,0.21,25
0.36,1.52,0.5,28
0.14,0.6,0.57,8
1.98,1.33,1.38,105
0.96,0.68,0.19,11
1.5,1.14,0.07,31
1.23,1.95,1.15,103
1.24,1.6,1.15,100
0.36,0.78,0.75,18
1.91,0.17,1.17,43
1.95,1.59,1.84,198
0.34,0.96,0.44,17
0.85,0.67,0.29,12
0.25,0.54,0.32,14
0.5,0.87,0.02,16
1.46,0.85,0.49,24
0.87,1.89,0.31,33
1.12,1.97,1.9,176
1.24,0.4,0.63,13
1.25,1.57,0.75,43
1.76,1.54,0.5,52
0.94,1.01,1.72,79
0.07,1.86,0.78,26
0.51,1.2,1.31,43
0.28,1.82,1.47,69
0.4,0.31,1.09,17
0.93,0.44,0.85,22
0.87,1.83,0.44,41
0.01,1.52,1.05,29
1.91,0.08,0.4,20
1.24,1.3,0.11,35
1.51,0.68,1.41,59
1.71,1.77,1.55,157
0.65,1.69,1.85,104
1.6,0.6,0.45,30
0.74,1.0,1.81,70
0.16,0.45,1.61,28
0.61,1.48,0.58,29
1.24,0.33,0.15,11
0.11,0.88,0.44,18
1.63,1.43,0.5,47
1.12,0.92,0.29,31
1.53,1.69,1.71,153
1.29,1.29,1.48,77
0.64,1.02,0.54,19
0.96,1.09,1.95,90
0.11,1.2,1.36,41
1.77,1.62,1.07,79
1.77,0.82,0.33,30
0.26,1.65,1.38,64
1.23,1.58,0.22,39
1.16,1.22,1.85,90
0.47,0.14,0.07,2
0.67,1.39,1.65,63
1.74,0.5,1.07,45
0.85,0.01,1.53,21
1.96,1.5,0.47,63
0.78,0.46,0.15,4
0.52,1.63,0.88,41
0.0,1.24,1.15,33
0.72,1.18,1.66,55
1.03,1.15,1.62,79
1.9,0.66,0.8,47
0.63,1.01,0.83,21
0.04,0.09,1.55,21
0.06,1.1,1.66,49
0.68,1.89,1.57,89
1.52,0.79,1.72,80
1.62,1.0,1.21,66
1.42,0.2,0.52,24
1.79,1.1,0.98,56
0.85,0.38,0.92,18
0.92,1.97,0.48,48
1.37,0.0,0.31,14
1.54,1.69,1.05,100
1.0,1.73,0.34,38
1.44,0.78,0.23,19
0.93,1.17,1.65,54
1.55,1.09,0.16,22
0.51,1.12,1.43,56
0.35,1.92,0.44,33
0.4,1.54,0.63,35
1.49,1.56,0.59,53
1.39,0.91,0.3,30
0.49,0.19,0.82,16
1.36,0.5,1.85,60
1.21,0.27,1.21,33
1.85,0.57,1.97,92
1.87,0.62,1.13,57
0.4,1.17,0.36,10
1.52,1.62,1.98,169
0.23,1.15,0.75,20
1.6,1.52,0.29,53
1.07,0.35,0.64,24
0.13,1.37,0.39,15
1.73,0.65,0.61,35
0.68,1.82,0.93,66
1.83,0.4,1.37,52
0.98,0.13,0.67,10
0.28,1.67,0.31,19
1.16,0.39,0.83,22
0.01,0.01,0.65,6
0.66,0.68,0.2,12
1.1,0.91,0.22,19
0.51,1.05,0.37,18
0.36,1.53,0.27,18
0.6,1.49,0.25,17
1.13,1.68,0.27,44
1.73,1.67,1.29,119
1.2,1.51,1.96,141
1.71,1.08,0.29,32
1.38,0.8,0.47,32
0.15,1.77,0.55,28
0.93,0.96,0.58,18
0.36,1.25,0.24,19
1.3,0.38,0.74,8
1.77,1.55,0.25,43
0.77,2.0,0.93,58
0.84,1.43,0.42,27
1.41,0.75,1.81,78
0.71,1.08,0.32,12
1.59,0.91,0.3,28
0.39,1.09,1.96,67
1.26,1.43,1.35,89
0.51,0.52,1.84,36
0.25,1.78,1.82,101
1.08,1.69,1.13,102
0.32,1.36,1.64,48
0.57,1.22,1.26,40
1.57,1.44,1.13,90
0.17,0.32,1.9,30
0.27,1.63,1.2,53
0.74,1.9,0.54,45
1.78,1.11,1.57,110
1.33,0.06,1.67,41
0.14,1.58,0.91,28
0.33,1.32,1.21,38
1.58,1.23,0.49,44
0.31,1.62,0.41,25
1.16,0.19,0.06,17
1.29,1.54,0.12,34
0.19,1.48,1.65,47
0.31,0.4,0.09,3
1.93,1.32,0.62,61
0.47,0.52,0.07,10
0.59,1.66,0.49,47
0.71,1.11,1.41,63
1.21,0.63,1.19,36
0.44,1.6,0.32,32
