X1,X2,X3,X4,y
0.66,8.42,8.22,0.97,58.44
3.57,8.94,6.01,4.4,66.24
6.93,4.64,5.21,1.83,82.98
5.79,2.74,5.66,2.11,55.23
3.59,3.24,4.14,6.28,24.51
2.53,9.58,2.66,6.59,53.27
2.4,3.44,8.17,7.19,12.35
9.62,9.67,1.64,7.1,101.76
8.92,2.23,5.31,4.24,65.7
9.09,3.02,0.91,4.37,68.98
1.84,9.94,8.02,6.33,55.32
4.44,3.79,1.9,6.6,29.84
2.95,2.16,4.23,7.14,13.63
0.08,5.37,4.37,3.92,20.6
3.09,7.82,8.1,4.17,64.75
1.29,3.54,2.88,8.81,5.03
9.37,3.61,8.57,9.58,54.44
8.13,9.48,2.0,9.12,82.37
6.48,5.45,3.23,1.22,77.55
1.33,0.06,8.12,8.77,-19.95
2.08,9.43,2.4,1.23,69.58
0.42,3.98,9.13,4.25,18.05
5.48,9.55,0.16,2.93,88.73
5.54,5.72,4.06,0.77,76.88
9.56,3.48,3.92,4.32,74.63
6.41,1.88,9.88,1.16,56.2
6.62,2.58,9.25,6.99,41.04
4.29,3.18,5.08,6.26,31.4
6.49,6.37,4.16,3.71,77.54
8.62,9.49,6.87,3.88,110.83
6.84,2.09,9.62,0.46,66.32
2.21,0.76,9.96,6.58,-4.2
9.85,0.71,5.02,4.25,58.57
5.41,8.91,0.53,6.34,70.27
0.95,4.22,0.84,4.42,20.36
9.94,8.44,9.02,0.89,119.17
3.66,1.2,6.77,0.87,32.27
0.97,5.41,8.62,5.72,18.5
5.23,7.89,8.02,2.51,79.12
5.69,5.88,2.14,7.99,51.74
0.07,1.1,5.72,3.57,-1.24
0.91,5.06,0.55,9.72,2.18
9.62,7.17,8.97,4.46,96.45
2.61,4.7,2.75,0.21,47.3
0.26,2.87,8.79,4.08,1.07
9.26,1.43,9.94,9.95,42.18
3.86,7.58,2.76,4.61,56.04
5.47,7.25,1.89,1.47,81.74
5.43,1.23,8.07,9.78,15.51
0.73,2.82,3.98,7.52,-2.72
1.97,0.34,4.73,8.7,-15.55
7.64,9.8,5.86,9.36,80.53
6.74,8.1,7.6,7.68,70.18
7.79,4.43,4.83,6.26,58.45
2.46,1.03,2.71,2.01,20.32
2.71,3.21,7.1,9.95,9.08
1.82,0.9,3.32,7.29,-3.96
7.27,5.99,0.75,0.26,93.15
8.76,5.66,5.34,6.29,77.03
8.21,1.82,7.25,2.07,63.39
3.18,1.14,2.39,4.51,10.54
5.93,2.29,9.8,3.0,49.24
7.62,9.91,8.45,0.07,115.05
2.1,7.68,4.29,8.16,30.99
8.09,9.29,2.88,3.93,95.28
9.83,0.34,4.61,9.38,34.42
0.97,7.68,3.49,9.12,18.32
5.1,4.03,9.31,5.43,44.83
1.21,3.63,7.05,0.71,29.35
6.42,0.41,8.55,3.23,45.0
3.33,0.96,5.22,2.19,25.67
9.83,8.19,9.09,7.35,94.07
4.03,2.3,0.94,7.4,16.39
5.51,9.69,0.48,8.78,63.01
7.81,2.94,4.72,0.96,77.15
7.1,1.53,0.25,1.23,58.02
9.93,1.05,2.57,1.25,77.79
0.82,3.03,1.32,7.77,-4.57
9.55,7.07,3.38,8.97,75.82
2.98,6.6,9.99,0.27,66.89
5.44,6.69,3.29,6.55,58.12
7.75,1.17,2.3,1.75,58.9
1.8,9.07,2.83,8.47,34.7
6.49,6.24,8.46,6.22,63.68
8.54,4.37,7.24,9.45,53.64
7.09,3.92,9.54,4.8,65.94
6.53,9.46,9.84,7.69,76.71
8.18,5.45,4.18,7.21,66.75
7.87,8.98,0.41,3.59,98.29
2.76,3.51,0.31,8.06,12.59
0.12,9.04,7.04,2.88,48.23
4.3,6.05,1.2,9.72,28.55
5.46,1.85,7.52,1.12,46.52
0.22,7.7,9.95,5.94,29.98
4.88,0.27,3.98,6.55,13.72
4.11,1.72,4.63,0.37,46.58
6.76,4.26,5.55,9.99,37.55
9.23,7.0,7.78,0.06,113.58
8.17,1.97,4.87,7.13,40.51
6.11,0.12,9.5,8.13,18.18
4.14,6.95,5.5,2.0,68.48
2.07,2.01,6.6,4.75,14.48
7.29,5.92,7.27,5.49,74.22
8.72,0.26,0.38,2.08,54.04
9.64,10.0,1.63,8.11,100.82
8.6,4.68,2.29,4.84,72.99
2.36,4.24,8.07,8.8,9.64
1.27,6.55,9.26,8.74,18.93
7.56,3.97,7.83,9.38,45.08
7.36,5.51,9.81,4.81,75.85
1.49,7.82,4.51,0.48,64.65
8.87,0.89,7.84,6.87,42.73
2.3,1.12,7.34,1.98,21.45
8.09,3.12,6.51,3.85,66.9
9.49,2.52,9.17,7.28,62.96
3.64,6.46,3.34,0.12,68.15
6.83,5.02,8.4,9.88,43.08
0.38,7.55,4.16,1.25,51.93
8.05,8.45,5.94,7.14,85.17
4.25,1.11,8.0,9.31,4.97
2.32,0.58,0.86,0.61,18.11
0.01,1.91,3.26,8.23,-13.13
3.27,3.57,9.45,2.83,33.78
9.57,9.44,7.66,2.68,119.3
4.07,1.45,5.93,9.42,0.4
3.42,5.2,1.27,1.44,57.05
6.39,4.04,8.88,9.72,37.04
3.97,5.88,8.64,1.57,60.49
2.31,7.38,2.03,9.04,27.99
5.95,7.37,1.85,2.05,82.32
6.0,2.59,8.7,4.94,47.13
9.7,9.9,2.72,6.01,108.55
9.19,1.67,8.07,1.25,76.63
9.46,7.88,0.74,9.41,80.49
3.41,2.83,7.27,4.13,30.82
9.02,8.07,5.99,4.34,101.07
8.15,6.29,4.25,3.72,82.92
5.41,3.78,6.08,1.98,54.6
5.53,7.17,6.71,1.77,82.03
4.39,0.26,1.78,3.05,24.95
5.37,9.22,2.58,8.79,60.41
9.86,7.97,7.77,2.95,112.79
9.11,2.92,1.52,0.37,84.69
4.07,2.64,3.21,2.0,39.81
4.74,2.4,0.11,7.55,22.94
0.68,4.88,7.56,5.05,23.03
0.68,4.75,2.89,0.17,36.37
8.7,0.54,6.1,5.31,52.18
1.46,1.73,3.31,1.52,18.26
5.75,1.73,0.22,6.16,29.52
8.51,6.45,5.95,7.88,70.7
3.06,6.36,2.76,0.35,61.97
7.76,5.16,1.83,6.15,63.72
7.41,1.4,8.08,6.45,39.36
7.15,4.79,1.82,8.37,55.82
8.66,1.56,9.3,3.27,64.84
5.37,1.32,4.98,3.27,37.19
6.04,7.21,6.26,2.09,84.32
5.17,8.71,6.82,7.13,70.39
8.38,2.53,7.31,3.44,66.31
5.06,5.35,5.13,3.39,54.75
5.37,2.63,3.16,1.5,54.12
4.32,9.0,3.59,5.33,70.07
9.31,4.92,6.7,9.73,64.61
7.9,5.0,7.0,9.91,47.77
0.36,2.95,6.45,4.04,10.22
5.06,9.8,4.26,5.69,76.23
6.16,8.6,7.94,9.68,64.37
5.42,0.91,5.67,1.04,48.74
8.81,5.59,0.33,7.72,62.08
7.36,7.72,8.66,4.62,85.89
2.98,7.12,9.33,4.86,46.99
9.74,1.02,7.46,4.67,61.95
2.21,4.66,8.69,6.02,27.48
8.52,3.15,9.54,9.39,47.52
9.43,8.21,5.36,9.05,82.17
4.59,8.21,2.84,3.05,74.57
6.71,1.18,0.25,9.01,27.95
1.54,8.92,5.58,4.9,45.98
7.5,2.48,8.47,0.74,72.87
8.07,2.97,5.14,1.39,76.98
1.51,5.54,1.45,0.36,47.84
1.61,1.32,8.14,4.16,7.5
7.13,7.79,2.24,4.56,84.03
0.8,3.12,4.82,3.82,16.89
1.27,7.11,8.55,6.51,33.0
3.78,1.55,4.02,3.05,29.77
5.82,7.63,5.41,4.0,78.41
9.06,4.01,8.67,9.71,57.58
7.84,3.88,1.79,7.19,48.37
9.46,0.43,3.24,6.05,53.7
3.55,8.2,9.69,0.16,80.58
4.72,7.37,2.6,0.78,80.13
3.07,2.5,6.09,1.44,29.18
4.47,1.14,9.49,8.55,9.13
0.39,4.37,6.64,1.66,26.23
7.48,8.93,8.62,3.75,97.44
5.19,0.85,1.88,4.75,26.97
5.96,0.62,2.95,6.03,26.29
6.41,1.07,6.88,7.03,28.8
7.25,1.5,6.1,1.46,61.86
7.16,4.81,5.47,5.55,59.87
2.05,5.46,0.1,9.11,18.16
4.02,3.46,5.06,7.08,26.11
9.55,8.41,0.07,1.21,114.74
7.1,1.1,4.0,1.13,49.46
5.51,6.19,9.7,2.22,70.49
3.21,7.19,3.17,5.31,42.86
5.93,7.28,7.62,0.31,88.23
3.23,9.44,5.17,4.31,70.27
0.63,4.17,0.72,0.95,34.04
4.05,3.11,5.86,3.85,37.25
2.39,8.34,2.86,6.73,46.81
1.95,8.0,5.09,9.64,23.84
0.05,3.86,1.33,2.71,19.13
7.77,2.79,9.73,6.23,56.91
3.36,0.27,5.76,9.87,-4.85
1.27,1.3,8.29,8.65,-14.8
6.14,3.32,2.79,8.18,33.18
5.68,8.75,4.02,1.39,91.45
0.4,0.45,1.95,8.43,-25.9
3.92,9.02,3.46,6.42,63.07
0.24,9.36,3.82,1.37,54.43
6.13,7.54,8.23,1.78,88.19
0.88,3.55,5.27,3.61,17.33
4.42,7.07,7.26,2.91,64.66
9.77,6.15,4.23,8.39,73.72
3.22,9.78,4.87,9.76,48.24
7.84,1.2,5.63,1.16,60.46
0.2,0.09,8.74,9.1,-33.21
1.08,7.87,2.08,1.03,56.08
9.01,1.84,3.85,9.28,42.38
3.66,3.01,8.15,6.69,20.98
9.17,7.35,1.56,0.39,112.33
3.9,1.86,5.6,9.29,1.35
6.43,4.58,5.77,7.15,46.67
9.2,3.52,5.98,6.81,56.73
4.15,2.36,4.98,3.99,33.33
7.71,3.33,8.13,7.29,50.34
6.5,8.09,7.71,3.2,85.11
8.68,3.74,0.79,4.61,72.4
8.48,1.18,8.02,2.26,62.09
5.06,8.91,3.25,7.37,64.47
7.02,1.47,1.87,7.19,38.37
6.63,8.82,9.7,6.42,79.91
3.51,8.29,0.77,8.41,40.87
8.33,0.43,2.31,8.19,28.39
1.54,4.16,8.65,8.12,8.07
1.35,3.28,7.42,8.27,2.38
6.58,5.33,8.22,0.56,84.45
4.63,6.34,0.23,7.19,49.67
6.96,7.42,9.71,6.61,75.34
4.18,8.11,4.33,7.28,50.4
4.3,0.61,9.19,5.61,16.04
9.48,1.56,5.13,7.72,47.03
7.12,0.31,2.0,6.12,27.1
7.1,0.12,0.07,4.91,35.92
6.53,9.87,7.97,1.21,110.68
4.59,8.99,0.12,8.7,57.92
6.49,8.03,8.48,2.33,89.17
8.66,6.2,1.56,2.51,90.56
0.73,1.12,8.08,0.22,15.35
8.78,0.47,7.48,1.91,62.48
7.56,8.06,5.29,7.53,77.34
4.94,8.94,7.44,3.65,83.96
9.51,0.2,2.12,2.27,65.16
0.69,2.31,3.6,5.33,6.15
2.79,9.65,8.75,5.49,64.19
5.58,8.33,0.57,9.88,51.4
3.56,9.47,9.65,0.02,86.26
1.35,8.65,9.93,6.74,39.43
4.67,2.45,5.19,9.99,10.44
1.96,5.54,9.52,4.17,35.52
2.71,4.34,4.4,6.08,22.29
4.93,3.09,6.09,3.58,48.38
6.14,6.82,4.38,3.99,81.17
4.61,2.71,6.18,6.03,30.03
5.14,6.12,7.57,3.75,65.1
0.1,9.7,9.54,0.52,60.15
1.72,0.4,9.71,9.37,-17.27
2.42,6.03,8.94,1.82,50.82
8.07,5.49,4.12,7.93,57.04
3.88,7.49,1.54,0.97,71.98
3.59,8.98,8.58,2.32,76.01
8.51,3.48,6.67,2.96,77.6
2.62,0.68,2.68,1.05,23.42
5.01,6.52,4.56,8.31,43.2
2.0,3.51,7.07,0.09,42.75
4.26,1.78,1.02,1.14,43.65
7.38,2.46,2.12,5.26,47.3
3.83,7.39,4.38,8.81,44.38
5.13,4.68,0.79,3.89,48.36
8.34,7.81,4.6,3.05,99.48
3.36,0.75,4.43,2.45,26.29
2.84,8.04,0.5,1.18,68.25
3.77,5.61,2.19,9.7,24.82
3.68,8.79,9.36,6.23,54.17
2.59,7.83,6.28,6.23,45.06
0.82,8.9,9.95,2.47,56.32
7.44,8.29,9.75,4.25,86.05
2.98,4.54,9.31,2.71,40.47
7.88,3.43,1.5,4.76,59.95
2.87,3.8,3.49,0.77,39.3
3.02,2.55,2.86,6.06,12.96
3.92,1.96,1.56,2.15,38.57
6.1,9.17,1.24,3.75,85.92
7.04,5.15,8.47,0.77,88.28
9.97,4.72,9.29,6.03,80.52
3.32,3.99,4.95,1.89,47.24
1.43,0.39,2.44,9.51,-20.59
9.84,2.72,7.7,3.25,76.53
8.75,9.13,5.52,6.64,93.22
9.26,3.25,0.86,5.33,63.67
4.23,6.32,5.42,2.5,64.31
7.45,6.01,5.19,0.57,90.09
9.47,1.05,4.79,2.87,70.17
1.52,1.15,0.76,4.42,7.53
0.57,0.87,6.16,9.76,-26.31
8.04,2.59,4.66,4.11,59.25
7.53,1.5,0.93,7.92,35.68
9.73,7.7,3.38,2.4,111.14
4.06,4.45,6.55,8.69,23.27
3.0,1.4,0.13,8.39,-1.72
4.52,4.97,5.33,5.87,46.55
8.95,3.07,1.31,2.8,76.25
7.69,5.56,5.46,8.74,57.0
6.43,5.89,3.91,5.42,61.22
9.38,5.11,5.03,6.37,75.98
0.2,4.67,9.99,6.61,12.03
7.99,4.59,7.97,7.85,59.2
7.85,0.59,4.08,1.29,52.19
8.1,7.07,0.14,4.52,82.08
9.36,2.69,8.39,0.87,82.4
9.79,6.84,1.86,4.46,97.1
2.98,1.88,6.3,7.99,-1.0
4.65,8.13,5.6,1.13,77.96
8.46,1.63,9.85,0.48,69.3
9.45,8.81,2.79,1.23,111.89
7.63,7.26,8.21,9.93,57.71
8.56,7.87,9.28,8.47,79.42
9.68,7.93,7.67,2.77,108.49
3.49,6.83,3.29,1.95,60.58
0.9,2.77,0.25,9.12,-10.2
8.64,7.32,2.14,1.6,102.36
8.36,1.4,1.67,4.86,54.37
0.39,7.84,2.9,5.89,30.95
9.26,5.99,8.77,1.09,99.7
9.63,2.32,6.65,7.26,55.65
5.29,6.53,2.46,9.4,38.18
6.22,4.88,4.11,2.61,67.04
4.52,6.49,1.15,2.96,62.27
9.74,8.72,4.46,9.44,88.08
1.37,0.34,4.15,4.47,-0.37
4.96,1.32,1.23,1.57,39.24
6.9,2.91,9.15,8.73,36.38
6.26,2.54,4.59,8.9,20.19
0.47,5.88,7.73,0.47,41.02
3.61,9.68,5.58,5.12,67.27
4.7,4.27,8.74,3.6,48.49
3.97,0.28,5.48,0.45,33.53
1.19,6.05,7.16,3.56,42.9
3.79,1.73,0.99,0.77,35.54
4.44,1.25,2.52,3.42,28.63
6.52,1.93,4.37,4.01,53.2
5.1,3.76,9.99,6.21,37.84
5.44,1.33,7.69,2.15,46.94
4.23,4.45,5.2,6.18,39.5
6.97,2.04,0.28,8.64,34.0
0.27,6.41,4.07,6.73,20.51
6.08,2.64,9.65,9.15,26.4
1.17,8.89,8.66,2.37,61.31
5.78,4.18,3.78,9.02,32.78
3.38,1.22,7.78,1.3,28.78
4.0,0.29,3.47,8.64,-1.26
8.81,6.44,5.05,5.4,85.72
1.02,8.29,7.91,4.39,42.83
1.39,2.52,8.94,8.25,-6.11
